title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
«Яндекс» ответил на обвинения в плагиате сервиса аренды квартир,2021-06-03 15:45:44,-99.6945321559906,35,5
ПИК сама попросила возбудить дело против своего бывшего вице-президента,2021-10-08 13:37:37,0,50,-30
ПИК раскрыла причины задержания бывшего вице-президента компании,2021-10-08 13:42:29,0,-50,-30
Суд арестовал бывшего вице-президента ПИК по делу о мошенничестве,2021-10-08 15:39:53,0,Error_Evaluation_Gigachat,-40
"Нобелевка главреду «Новой», новые СМИ-иноагенты. Главное за день",2021-10-08 17:14:24,0,35,5
Бывшего вице-президента ПИК отправили из СИЗО под домашний арест,2021-12-06 10:24:45,-80.11122941970825,35,5
Около 20 стройкомпаний Москвы вошли в число системообразующих,2022-04-29 09:21:38,97.95283079147339,50,50
Собянин пригрозил разорвать сотрудничество с ПИК из-за срыва сроков,2022-10-27 11:30:21,-99.76052045822144,-80,-40
ПИК ответила на угрозу Собянина по сотрудничеству из-за срыва контрактов,2022-10-27 12:38:57,0,35,-40
МЧС опровергло падение лифта в Мытищах,2023-02-04 17:48:32,0,50,0
Дело против бывшего вице-президента ПИК закрыли из-за примирения сторон,2023-02-05 22:28:55,0,80,5
Le Monde узнала о связанном с основателем ПИК расследовании во Франции,2023-03-04 08:55:36,-99.00240302085876,Error_Evaluation_Gigachat,-40
ВТБ продал долю в крупнейшем девелопере ПИК,2023-08-23 17:16:35,-98.70678782463074,-50,30
Под санкции США попал оператор платежной системы «Мир» и девелопер ПИК,2024-02-23 14:15:50,-99.04744029045105,-50,-40
ПИК отреагировал на санкции США,2024-02-23 20:04:20,0,Error_Evaluation_Gigachat,-30
Компания ПИК сменит генерального директора из-за санкций,2024-03-24 18:32:14,0,-50,-30
На северо-востоке Москвы произошел пожар в недостроенной многоэтажке,2024-05-04 10:29:04,-99.16303753852844,-30,0
ВТБ открыл девелоперу ПИК кредитную линию на 257 млрд р для застройки промзоны на юге Москвы,2024-06-11 07:47:41,96.28172516822815,80,70
"Суд отклонил иск о недействительности сделки по продаже более 40% ""Рависа""",2024-08-23 17:06:00,-73.01100492477417,75,50
"Выручка ""Элемента"" за I полугодие выросла на 29% до 19,8 млрд руб.",2024-08-26 10:09:00,99.55716133117676,50,70
ЭТАЛОН ГРУП ПИЭЛСИ (ETALON GROUP PLC) Промежуточная консолидированная финансовая отчетность по МСФО или иным международно признанным стандартам 2024,2024-08-29 10:19:00,0,50,5
"Девелопер ""ПИК"" в I полугодии снизил скорректированную EBITDA на 2%",2024-08-29 21:54:00,-98.61667156219482,-30,-20
"Структуры Гордеева в I полугодии продали 5,8% акций ""ПИКа"" - ИНТЕРФАКС",2024-08-30 08:16:00,-99.19800758361816,-30,0
«Группа «Эталон» объявляет о расширении регионального присутствия».,2024-09-02 11:02:00,99.56589937210083,25,50
"Суд взыскал с ""дочки"" Goldman Group 146 млн рублей в пользу крупного зернотрейдера",2024-09-30 11:17:00,99.68403577804565,-50,-10
"Последняя российская ""дочка"" Shell в России приняла решение о ликвидации",2024-10-11 13:14:00,-99.48433637619019,-80,-40
Что с бондами Системы? Кто-то впервые посмотрел баланс?,2024-10-30 18:12:00,0,-50,-20
Starbucks сократила квартальную чистую прибыль на 25%,2024-10-31 11:01:00,-99.72387552261353,-30,-40
Продажи девелопера Pioneer выросли на 30% по сравнению с 2023 годом,2024-11-05 12:34:10,99.77084398269653,50,70
В Ralf Ringer считают неправомерным дело о неуплате налогов,2024-11-11 08:12:32,-99.47848916053772,25,-20
ЦБ: Структуры группы «ПИК» в мае 2022 года манипулировали акциями девелопера,2024-11-15 06:00:00,0,-80,-70
МНЕНИЕ-Распродажи акций РФ еще не закончились,2024-12-17 07:01:54,0,-80,-50
ПИК обновил локальные минимумы,2024-12-17 11:27:00,0,-50,-20
"МНЕНИЕ-Сопротивление по индексу Мосбиржи прорвано, его нужно удержать",2025-01-17 06:53:52,0,50,50
"Суд признал банкротом пятую по счету ""дочку"" Goldman Group",2025-01-20 14:30:00,-99.73859190940857,-50,-40
"В Ростовской области определили 11 зон КРТ с потенциалом 5,1 млн кв. м",2025-03-03 16:54:26,97.99078702926636,30,50
МНЕНИЕ-Инфляция и геополитика негативно сказываются на ситуации на рынке акций РФ,2025-03-13 06:58:03,-99.63053464889526,-50,-70
МНЕНИЕ-Внимание фондового рынка России сосредоточилось на нефти и рубле,2025-03-24 06:57:24,0,0,30
"Гордеев снизил свою долю в ПИК до 15,15%",2025-04-10 06:04:07,-99.64643716812134,-20,-20
