title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
Греф сообщил о согласовании продажи «золотой акции» «Яндекса» за 10 минут,2019-12-10 13:08:36,98.49655628204346,50,50
«Яндекс» начал оценивать для банков платежеспособность россиян,2019-12-24 03:01:03,-97.41246104240417,50,50
«Яндекс» назвал популярные направления у россиян на новогодние праздники,2019-12-24 07:54:30,97.06117510795593,25,5
По большому счету: о чьих деньгах говорили в 2019 году,2020-01-02 07:00:08,0,50,0
"Капитализации «Яндекса» предрекли рост на $1,4 млрд из-за закона о ПО",2020-02-07 09:20:17,0,75,75
Основатели вошедших в «Яндекс.Еда» сервисов решили покинуть компанию,2020-02-25 12:00:48,0,-50,-30
«Яндекс» убрал из результатов поиска статьи про родственника Мишустина,2020-02-28 20:05:47,-81.12431764602661,Error_Evaluation_Gigachat,-20
Белоусов назвал преступлением рост тарифов на доставку из ресторанов,2020-03-26 12:56:09,0,80,-20
Банк UBS спрогнозировал первое за 12 лет падение выручки «Яндекса»,2020-04-21 13:42:33,99.28593635559082,-80,-30
«Яндекс» пересмотрел прогноз результатов за год из-за пандемии,2020-04-28 11:25:55,0,-50,-40
Минэк поддержал тестирование беспилотников без водителя для подстраховки,2020-05-08 07:11:44,0,25,50
«Яндекс» закрыл проект по развозу тестов на коронавирус на дом,2020-05-15 12:32:44,0,-50,-20
Глава «Яндекс.Маркет» обсудил с коллективом статью о «разводе» акционеров,2020-06-02 18:00:55,0,35,-30
«Яндекс» назвал самые популярные новые слова десятилетия,2020-06-06 11:54:28,99.08744096755981,25,5
«Яндекс» назвал последствия коронавируса для своего бизнеса,2020-06-24 11:38:36,-98.19730520248413,35,-30
В Минтрансе назвали срок запуска сервиса беспилотных такси,2020-07-15 11:34:51,78.46974730491638,50,50
Сбербанк стал единственным владельцем сервиса «Яндекс.Деньги»,2020-07-22 03:39:58,0,-75,50
Рекламная выручка «Яндекса» впервые упала на 15%,2020-07-28 10:30:34,-99.81074333190918,-80,-40
«Яндекс» объявил о запуске платформы для самозанятых,2020-08-11 09:00:18,99.65134263038635,75,70
В Белоруссии начались проблемы с доступом к российским СМИ,2020-08-11 14:12:40,-99.8271107673645,25,-20
Разработчики соцсети «Аура» приняли решение закрыть  проект,2020-08-15 00:01:14,0,-80,-30
СМИ сообщили о вывозе части сотрудников «Яндекса» из Минска в Россию,2020-08-25 08:22:14,-99.48609471321106,-50,-20
В Кремле заявили об отсутствии угроз для российских компаний в Белоруссии,2020-08-25 09:46:38,0,30,50
«Яндекс» решил реструктурировать «Яндекс.Такси»,2020-09-04 08:59:25,0,35,50
«Яндекс» закрыл проекты по оценке потенциальных заемщиков банков,2020-09-18 00:00:07,0,-50,-20
Тиньков назвал свой главный проект после сделки с «Яндексом»,2020-09-23 09:43:43,0,35,30
Тиньков о сделке с «Яндексом»,2020-09-23 16:10:54,0,50,50
«Яндекс» назвал популярные у мужчин и женщин слова для отзывов за услуги,2020-09-29 07:00:20,99.70209002494812,25,5
Греф с сожалением воспринял срыв сделки «Яндекса» и «Тинькофф»,2020-10-16 17:24:46,-99.65079426765442,-50,-30
«Яндекс.Еда» обнулит комиссию на заказы с собой для 20 тыс. заведений,2020-10-20 08:30:23,0,50,50
Власти Москвы проверят тарифы на доставку в «Яндекс.Еда» и Delivery Club,2020-10-20 10:30:50,0,-50,-20
"Мужчина облил себя бензином у офиса ""Яндекс. Такси"" в Москве",2020-10-29 10:17:11,0,Error_Evaluation_Gigachat,-10
Греф вышел из совета директоров «Яндекса»,2020-10-29 18:20:57,0,-30,-30
«Яндекс» проанализировал статистику запросов о потере обоняния,2020-11-01 09:36:29,0,25,5
Глава «Яндекса» о «разводе» со Сбером и срыве сделки с «Тинькофф»,2020-11-19 11:45:55,0,-80,-40
«Яндекс» представил новую колонку и изменения в поиске,2020-11-25 09:30:38,0,50,50
«Яндекс.Карты» стали показывать загруженность станций московского метро,2020-11-27 08:57:40,0,25,50
Тиньков рассказал о причинах развала сделки с «Яндексом»,2020-12-30 14:08:19,0,-50,0
Российские студенты назвали лучших работодателей,2021-01-25 16:30:30,99.71182346343994,25,5
«Яндекс» попросил мэрию вакцинировать таксистов без гражданства России,2021-01-26 13:03:49,-76.58175230026245,35,5
"Срок для Навального, гарантии США по Nord Stream 2. Главные новости РБК",2021-02-02 18:27:23,0,Error_Evaluation_Gigachat,-30
Против «Яндекса» открыли дело из-за рекламы услуг по выпискам из ЕГРН,2021-02-08 08:25:25,-50.29892325401306,-80,-30
В Москве снесли гостиницу на месте будущей штаб-квартиры «Яндекса»,2021-02-15 12:20:55,-98.2216477394104,-50,5
ФАС обязала «Яндекс» прекратить дискриминацию конкурентов «колдунщиками»,2021-02-24 13:30:52,-99.57899451255798,-50,-30
"Предупреждение «Яндексу», Грузия открывает границы. Главные новости РБК",2021-02-24 16:10:58,0,25,5
В работе почты «Яндекса» произошел сбой,2021-03-04 14:34:29,-99.64487552642822,-50,-20
«Яндекс» объявил о запуске платежного сервиса Yandex Pay,2021-03-10 13:30:44,99.48863387107849,75,75
Минцифры уточнило порядок установки российских поисковиков на гаджеты,2021-03-15 15:53:22,0,50,40
Эксперты оценили соблюдение цифровых прав крупнейшими сервисами Рунета,2021-03-17 07:33:20,0,0,5
«Яндекс» с апреля вернет на работу в офис сотрудников с антителами,2021-03-25 15:36:00,0,25,5
«Яндекс» ответил на жалобы на сбои в России,2021-03-26 09:53:20,-99.59563612937927,35,5
«Яндекс» зафиксировал рост интереса властей к информации о пользователях,2021-03-29 15:08:35,99.01536107063293,-50,-20
«Яндекс» объявил о переменах в топ-менеджменте,2021-03-30 06:50:49,0,25,40
Samsung начала загружать неудаляемые сервисы «Яндекса» на смартфоны,2021-03-31 08:05:28,-91.70631766319275,-50,30
«Яндекс» впервые за 13 лет изменил логотип,2021-03-31 09:01:10,0,50,5
«Яндекс» объяснил невозможность удаления сервисов со смартфонов,2021-03-31 09:17:52,-98.52262139320374,-25,5
"Шпионаж в Италии за €5 тыс., переезд порта Петербурга.  Главное за день",2021-03-31 16:54:48,0,25,-10
Samsung объяснила установку на смартфоны неудаляемых приложений «Яндекса»,2021-03-31 17:51:36,0,-50,5
«Яндекс» попросил ФАС перенести сроки по исполнению требований,2021-04-01 15:18:23,0,-50,5
«Яндекс» назвал самый популярный запрос о Гагарине,2021-04-12 04:00:17,99.0831196308136,30,5
Запрос «куда делась Луна» оказался популярнее вопроса о ее происхождении,2021-04-12 05:15:32,0,25,0
«Истребление говорунов» обогнало «корову Алисы» по запросам в «Яндексе»,2021-04-12 06:15:42,-86.64103150367737,50,0
"Греф — о бизнесе с «Яндексом», третьей волне и санкциях. Полное видео",2021-04-22 12:18:52,0,50,5
Доля нерекламной выручки «Яндекса» впервые превысила 50%,2021-04-28 10:38:17,99.77632761001587,70,50
«Яндекс» договорился о покупке банка у гендиректора «Связного»,2021-04-29 08:02:24,99.00124073028564,75,50
"Что получили «Сбер», «Яндекс» и Mail.ru Group от экосистем. Инфографика",2021-05-01 06:00:05,0,50,30
Бывший топ-менеджер X5 Retail Group станет финдиректором «Яндекса»,2021-05-19 07:20:40,0,30,50
СМИ назвали сроки запуска сервиса аренды электросамокатов от «Яндекса»,2021-05-31 08:00:08,0,25,50
«Яндекс» запустит экспресс-доставку из отделений «Почты России»,2021-06-02 07:00:21,99.17036294937134,35,50
«Яндекс» опроверг блокировку сервиса такси в Казахстане,2021-06-11 19:37:07,-58.048105239868164,35,50
«Яндекс» запустил сервис аренды электросамокатов,2021-07-07 10:28:28,97.967529296875,75,50
«Яндекс» отказался от покупки интернет-магазина KupiVIP,2021-07-09 16:15:49,-97.39907383918762,35,-20
«Яндекс» решил платить СМИ за размещаемый в его сервисе контент,2021-07-12 06:00:21,0,75,50
Как работает нейросеть «Балабоба»,2021-07-12 07:37:06,0,25,0
«Яндекс» запустил уточняющую прогноз осадков на 20% технологию,2021-07-12 09:18:54,0,50,50
«Яндекс» зарегистрировал компанию в Великобритании,2021-07-22 13:03:27,96.38965129852295,25,50
"«Яндекс» нашел в России села Ыба, Первый Содом и Усадьба Жадины",2021-08-12 06:30:32,89.42088484764099,50,5
Эксперты назвали населенный пункт России с самым длинным названием,2021-08-12 06:33:48,0,0,0
«Яндекс» назвал топ-10 частых названий сел и городов в России,2021-08-12 07:48:15,99.40804839134216,25,5
СМИ узнали об отказе «Яндекса» от покупки «Азбуки вкуса»,2021-08-13 01:27:25,-99.5715081691742,50,-10
В работе сервисов «Яндекс.Go» и Uber Russia произошел сбой,2021-08-24 07:35:04,0,-50,-20
Бывший курьер «Яндекс.Еды» принес России золото Паралимпиады,2021-08-26 08:35:09,99.80912804603577,75,5
«Яндекс» раскрыл возможную сумму штрафа в деле о «колдунщиках»,2021-08-27 15:45:24,77.15191841125488,-50,-30
"Отказ Словакии от «Спутника», «Яндекс» выкупит долю Uber. Главное за день",2021-08-31 16:29:47,-96.22913002967834,50,5
"Поезда с мигрантами для «Яндекса», какие риски видит ЦБ. Главное за день",2021-09-02 16:23:45,0,50,-20
Такси «Яндекса» запустит беспилотники для перевозки пассажиров,2021-09-02 17:58:41,98.98107051849365,80,75
Число запросов властей к «Яндексу» о данных пользователей выросло на 27%,2021-09-03 12:28:29,0,-35,-20
«Яндекс» обвинили в использовании чужой идеи в сервисе перевода видео,2021-09-06 10:15:24,-99.84560012817383,-50,-30
В Роскомнадзоре объяснили блокировку сайта «Умного голосования»,2021-09-06 14:03:26,-98.64848852157593,-50,-20
«Яндекс» оспорит запрет на выдачу в поиске запроса «умное голосование»,2021-09-06 14:55:43,0,Error_Evaluation_Gigachat,5
«Яндекс» объяснил удаление сайта «Умного голосования» из поиска,2021-09-07 07:22:26,0,-30,-30
Яндекс запустил закадровый перевод видео,2021-09-07 07:35:52,0,75,50
Сервис закадрового перевода «Яндекс» переводит фильмы,2021-09-07 10:30:54,0,25,50
Как новый сервис «Яндекса» переводит культовые сцены из фильмов. Видео,2021-09-07 11:07:41,99.61912631988525,35,30
«Яндекс» назвал источник крупнейшей в истории интернета DDoS-атаки,2021-09-09 09:41:49,0,50,-30
«Яндекс» создал фонд для поддержки образования в сфере ИT,2021-09-13 11:21:29,93.88930797576904,50,50
Profi.ru и YouDo после жалобы в ФАС договорились с «Яндексом»,2021-09-17 06:24:10,-99.69991445541382,50,15
В Москве курьер «Яндекса» на велосипеде врезался в коляску с ребенком,2021-09-23 14:22:51,-99.39602613449097,-30,0
Правительство утвердило «Яндекс» поисковиком по умолчанию,2021-09-27 14:47:59,0,80,70
Банк «Акрополь» сменил название на «Яндекс Банк»,2021-09-28 23:01:21,0,80,50
«Яндекс» выпустил новую версию своей мини-станции с «Алисой»,2021-10-05 09:27:29,97.80266284942627,35,50
«Яндекс» заявил об усилении защиты аккаунтов пользователей,2021-10-06 09:41:34,99.5726466178894,75,30
«Яндекс.Еда» ввела новый сбор с клиентов,2021-10-07 23:53:23,99.59182143211365,-25,-20
«Яндекс.Дзен» объявил о смене руководства,2021-10-12 14:04:40,0,25,30
"Перепись населения, рекорд на рынке премиум-ипотеки. Главное за ночь",2021-10-15 05:47:36,0,0,5
"Как изменился топ компаний, где хотят работать россияне. Инфографика",2021-10-15 08:55:37,0,0,5
«Яндекс» в четвертый раз увеличил прогноз по выручке на 2021 год,2021-10-27 11:51:55,99.45019483566284,75,75
Глава «Яндекс.Лавки» ушел с поста и попросил курьеров не опаздывать,2021-11-10 11:36:30,-99.05070066452026,-25,-20
Россия вошла в десятку стран по количеству суперкомпьютеров,2021-11-15 19:31:03,99.62199330329895,50,50
«Яндекс» счел манипуляцией заявления о дорожании топлива из-за комиссий,2021-11-19 09:24:56,-99.7735857963562,35,5
В «Яндексе» рассказали об изменениях в русском языке за 100 лет,2021-11-22 04:00:18,0,25,5
«Яндекс Go» сообщил о кратковременном сбое при оплате через Apple Pay,2021-11-23 14:46:20,-99.83329176902771,-30,-10
Сервис VK заявил о снижении просмотров роликов из «ВКонтакте» в «Яндексе»,2021-12-01 15:03:50,-99.8370349407196,-50,-20
Тиньков назвал причины срыва сделки с «Яндексом»,2021-12-02 04:30:11,0,-50,-10
"США прекратили дело ЮКОСа, Тиньков о сделке с «Яндексом». Главное за ночь",2021-12-02 05:52:35,0,50,30
Тиньков — о причинах разрыва сделки с ИТ-компанией,2021-12-02 15:33:48,0,-30,0
VK видео открыла доступ к контенту без авторизации,2021-12-03 01:07:39,0,-30,30
«Яндекс» показал новую «умную» колонку со светящейся панелью,2021-12-08 12:22:53,99.71150159835815,35,50
Водитель такси объяснил драку с женщиной у ТРЦ «Каширская Плаза»,2021-12-09 10:20:24,0,0,0
«Яндекс» увидел риски в идее ввести единую систему аренды жилья,2021-12-10 08:55:04,-97.6339340209961,-30,-20
Банк «Яндекса» будет выдавать кредиты водителям и курьерам,2021-12-19 23:00:05,-99.59547519683838,50,50
Глава «Яндекса» назвал «добежавшие» отрицательные эффекты от ИТ-бума,2021-12-20 04:10:37,-98.83717894554138,-50,-20
Глава «Яндекса» объяснил «дергание» властей из-за влияния техногигантов,2021-12-20 06:00:19,0,35,-30
Глава «Яндекса» оценил влияние ИТ-компании на рынок СМИ и новостей,2021-12-20 08:00:28,98.86431097984314,50,5
«Яндекс» рассчитал погоду в Москве на Новый год,2021-12-20 11:31:21,0,50,5
Неизвестные взломали группу «Яндекс.Go» во «ВКонтакте»,2021-12-20 16:06:52,-98.77386093139648,-30,-20
Fitch впервые присвоил «Яндексу» кредитный рейтинг,2021-12-30 15:36:03,0,25,50
Падение числа патентов в США оказалось самым резким за 10 лет,2022-01-11 16:48:54,-98.75937104225159,-50,-40
«Яндекс» подключился к разбирательству ФАС против Apple,2022-01-12 06:56:25,0,35,0
«Яндекс» заключит мировое соглашение с ИТ-компаниями по «колдунщикам»,2022-01-17 20:59:56,97.63596653938293,50,50
«Яндекс» и ИТ-компании заключили соглашение по делу о «колдунщиках»,2022-01-19 18:51:48,99.32329654693604,50,50
Студенты назвали самых привлекательных работодателей,2022-01-24 18:00:15,98.74230623245239,0,5
«Яндекс» назвал самые частые запросы о студентах,2022-01-25 04:00:24,98.69600534439087,25,5
«Яндекс» опроверг зависимость цены поездки на такси от модели смартфона,2022-02-02 13:41:28,-44.95879113674164,75,5
«Яндекс» и YouTube обяжут сотрудничать с официальным измерителем Рунета,2022-02-08 03:30:08,95.3166127204895,50,20
"«Кассир.ру» оспорил договор, избавивший «Яндекс» от штрафа на ₽4,4 млрд",2022-02-08 08:05:55,97.58042693138123,-80,0
«Яндекс» откажется от счетчиков уполномоченного Роскомнадзором измерителя,2022-02-15 04:30:20,-99.80672001838684,50,-30
"Уничтожение экономик России и ЕС, когда ждать ₽68 за $1. Главное за ночь",2022-02-15 06:11:32,-99.42732453346252,Error_Evaluation_Gigachat,-80
Пилотируемые в клиниках Москвы стартапы получат поддержку Yandex.Cloud,2022-02-18 06:30:15,96.79972529411316,80,50
В работе сервисов «Яндекса» произошел сбой,2022-02-21 07:47:55,-99.61754083633423,-50,-40
«Ситимобил» и «Яндекс.Go» сообщили о сбоях с Apple Pay и Google Pay,2022-02-26 12:06:05,-99.80891346931458,-50,-20
Сервис «Яндекс.Еда» сообщил об утечке информации о клиентах,2022-03-01 16:13:56,-99.84291195869446,-80,-30
Сооснователь «Яндекса» Волож выбыл из списка долларовых миллиардеров,2022-03-02 14:04:01,0,-50,-20
«Яндекс» предупредил о риске дефолта после приостановки торгов,2022-03-04 07:32:23,-99.83260035514832,-80,-70
«Яндекс» сообщил о смене гендиректора,2022-03-15 08:50:16,0,-50,30
«Яндекс» решил продать «Новости» и «Дзен»,2022-03-15 16:41:16,0,-75,-20
Худавердян уйдет из совета директоров Yandex N.V. из-за санкций,2022-03-15 22:54:09,-99.59369897842407,Error_Evaluation_Gigachat,-30
«Яндекс» объяснил сотрудникам причины продажи «Дзена»,2022-03-16 13:51:50,0,-50,5
«Яндекс» начал искать коворкинг для уехавших в Ереван сотрудников,2022-03-16 21:36:06,-99.05721545219421,-30,5
Правительство разрешило «Яндексу» запустить в Москве беспилотные такси,2022-03-17 14:34:09,68.27954649925232,80,75
Рекламодатели назвали альтернативные YouTube- площадки для видеорекламы,2022-03-22 06:00:10,0,-50,-20
Роскомнадзор составил протокол на «Яндекс.Еду» из-за утечки данных,2022-03-23 14:25:58,0,-50,-40
Гендиректор «Яндекса» покинула должность и уехала из России,2022-04-02 12:17:31,0,-80,-40
«Яндекс» объяснил разницу с Google при поиске фотографий из Бучи,2022-04-04 14:44:25,99.56166744232178,Error_Evaluation_Gigachat,15
В «Яндексе» опровергли сообщение о запрете продавать «Новости» и «Дзен»,2022-04-19 19:06:14,-62.89893984794617,25,15
«Коммерсантъ» узнал о проблемах с закупкой автомобилей для «Яндекс.Драйв»,2022-04-20 05:14:53,0,-50,-30
«Яндекс» приостановит инвестиции в России и за рубежом из-за санкций,2022-04-21 09:05:16,-99.64795708656311,Error_Evaluation_Gigachat,-50
Финский дата-центр «Яндекса» отключили от электропитания,2022-04-30 06:00:22,-99.69424605369568,-50,-30
"Хакеры атаковали Rutube, платное ТВ и телепрограмму «Яндекса»",2022-05-09 10:07:29,-99.77169036865234,-50,-30
В России заблокировали подкаст «Медиазоны»,2022-05-10 15:33:43,-99.56758618354797,Error_Evaluation_Gigachat,-10
«Яндекс» исключил перенос штаб-квартиры и релокацию команды в Тель-Авив,2022-05-16 08:02:55,0,80,20
"«Яндекс» опроверг планы по продаже почты, поисковика и «Кинопоиска»",2022-05-17 16:03:53,0,80,50
«Яндекс» запустил ИТ-платформу для дальнобойщиков и владельцев грузов,2022-05-24 05:00:57,98.45854640007019,75,50
ФАС закрыла антимонопольное дело против «Яндекса» по «колдунщикам»,2022-05-25 12:30:49,0,80,50
Calcalist узнал о просьбе властей Израиля помочь «Яндексу» с переездом,2022-05-26 18:49:36,0,50,20
ЕС внес в санкционный список Аркадия Воложа,2022-06-03 12:46:07,0,Error_Evaluation_Gigachat,-20
Волож решил уйти из «Яндекса»,2022-06-03 13:33:49,0,-80,-40
В «Яндексе» сообщили о намерении Воложа обжаловать санкции ЕС,2022-06-06 11:35:48,-91.3719654083252,Error_Evaluation_Gigachat,-20
Бывший «Макдоналдс» попросил убрать из «Яндекс.Карт» рестораны «Мак»,2022-06-10 11:11:47,-99.77471232414246,-50,0
«Яндекс» предварительно согласовал условия выкупа облигаций с держателями,2022-06-10 14:36:06,99.00534749031067,75,50
Строительство новой штаб-квартиры Яндекса в Москве. Видео,2022-06-20 12:11:17,0,75,50
«Яндекс» представил новую русскоязычную нейросеть,2022-06-23 08:00:42,98.79493713378906,75,70
В работе «Яндекс Go» и еще трех сервисов такси произошел сбой,2022-06-24 09:19:20,-58.42364430427551,-80,-20
В «Яндекс Go» и «Максим» ответили на сообщения о сбоях в приложениях,2022-06-24 10:41:31,-98.83644580841064,0,0
«Яндекс.Еда» создаст сервис премиальной доставки из ресторанов,2022-06-30 02:21:11,97.22626209259033,25,50
«Яндекс» опроверг сообщения о приходе Кудрина в компанию,2022-06-30 11:14:26,-66.46677255630493,25,5
МТС и «Яндекс» не увидели проблем в работе суперкомпьютеров из-за Nvidia,2022-07-01 08:06:06,0,50,50
"«Яндекс», VK и Ozon решили претендовать на учет всей рекламы Рунета",2022-07-21 04:00:06,0,75,50
«Яндекс» полностью возобновил наем сотрудников,2022-07-25 08:31:30,0,50,50
Bell узнал об обсуждении раздела активов «Яндекса» с Аркадием Воложем,2022-07-29 07:59:07,0,-50,30
Худавердян подал иск об отмене санкций Евросоюза против него,2022-08-01 17:21:29,-98.74647855758667,Error_Evaluation_Gigachat,0
Илья Красильщик сообщил об аресте банковских счетов,2022-08-03 07:36:08,-99.62761402130127,Error_Evaluation_Gigachat,-40
"Правительство выделило «Яндексу», VK и Ozon ₽130 млрд льготных кредитов",2022-08-04 00:02:50,0,50,70
СК возбудил уголовное дело после утечки данных пользователей «Яндекс.Еды»,2022-08-05 21:33:54,0,-50,-30
«Яндекс» закрыл сервисы по доставке продуктов в Европе,2022-08-09 08:51:07,0,-75,-20
«Яндекс» оставит исходный код по беспилотным автомобилям в России,2022-08-11 08:08:43,0,50,50
The Bell узнал о договоренности VK и «Сбера» разделить активы в СП,2022-08-22 18:57:02,94.52365636825562,-30,30
«Яндекс» сменит главную страницу после сделки с VK,2022-08-23 07:09:20,0,50,50
«Яндекс.Новости» после сделки с VK переведут на сайт «Дзена»,2022-08-23 07:15:01,0,-75,20
VK объявила о «разводе» со «Сбером» и продала Delivery «Яндексу»,2022-08-23 07:20:29,0,50,5
ФАС с предписаниями одобрила ходатайства о сделке VK и «Яндекса»,2022-08-30 14:37:28,0,50,50
«Яндекс» попросил АвтоВАЗ увеличить поставки автомобилей для такси,2022-09-01 22:31:48,0,75,50
«Яндекс» решил повысить оклады сотрудникам вместо выплат опционов,2022-09-05 11:00:08,0,-50,30
Купленные VK «Яндекс.Дзен» и «Яндекс.Новости» заработали в бета-версии,2022-09-06 16:18:29,99.63816404342651,-50,50
«Яндекс» закрыл сделку по продаже VK сервисов «Дзен» и «Новости»,2022-09-12 09:53:05,0,-50,30
С бывшей главной страницы «Яндекса» началась переадресация на «Дзен»,2022-09-12 16:55:40,-97.30418920516968,-25,20
Кремль опроверг обращение Кудрина к Путину о переходе в «Яндекс»,2022-09-19 12:02:17,0,Error_Evaluation_Gigachat,5
Сервисы начали удалять объявления о консультациях по отсрочкам от армии,2022-09-22 03:00:18,-90.24633765220642,-50,0
