title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
Сырье в обмен на инвестиции: зачем Дмитрий Медведев едет в Китай,2015-12-13 19:03:30,0,Error_Evaluation_Gigachat,50
"Китайский фонд «Шелковый путь» приобрел 9,9% «Ямал СПГ»",2015-12-17 10:14:03,99.37213659286499,75,50
Российский ТЭК обзавелся новыми китайскими партнерами по бизнесу,2015-12-17 18:10:05,98.69102835655212,80,50
Тимченко перевел в российскую юрисдикцию часть своего пакета в НОВАТЭК,2015-12-31 14:29:34,0,Error_Evaluation_Gigachat,30
Без поводов для роста: стоит ли покупать бумаги нефтегазовых компаний,2016-01-13 15:40:12,97.35057950019836,-50,-20
СМИ сообщили о провале переговоров «Роснефти» по закупкам газа,2016-01-21 01:53:06,-99.73112344741821,50,-30
НОВАТЭК заявил о готовности «Ямала СПГ» к низким ценам на газ,2016-01-22 15:13:17,99.22020435333252,75,20
"Тимченко перевел 1,13% НОВАТЭКа в «Волга груп»",2016-02-01 16:08:17,-60.23858189582825,50,5
СМИ узнали о планах властей повысить ответственность поставщиков газа,2016-02-12 05:15:55,-89.28177952766418,-50,-20
Новый лидер: как Леонид Михельсон стал богатейшим бизнесменом России,2016-03-01 19:53:18,99.6370792388916,75,50
НОВАТЭК попросил Путина разрешить ему экспорт газа в Европу,2016-03-02 00:10:46,0,Error_Evaluation_Gigachat,50
«Роснефть» рассказала о зависти к НОВАТЭКу из-за экспорта газа в Европу,2016-03-02 11:10:33,98.1099545955658,Error_Evaluation_Gigachat,5
НОВАТЭК продал китайцам долю в «Ямал СПГ» за €1 млрд,2016-03-15 14:38:54,0,75,50
Миллер предупредил Путина об угрозе появления «бреши» в европейской трубе,2016-03-20 19:09:55,-99.78888630867004,Error_Evaluation_Gigachat,-30
Песков прокомментировал письмо Миллера в Кремль по поводу экспорта газа,2016-03-21 10:15:43,0,Error_Evaluation_Gigachat,5
Правительство выступило против экспорта газа «Роснефтью» и НОВАТЭКом,2016-04-02 15:44:56,-86.63377165794373,-50,-40
«Газпром» ответил конкурентам на попытки разрушить экспортную монополию,2016-04-09 14:19:58,92.1340823173523,50,50
Новый богатейший: пять фактов о Леониде Михельсоне,2016-04-14 11:18:10,0,50,0
НОВАТЭК планирует до конца апреля привлечь $12 млрд на «Ямал СПГ»,2016-04-28 14:22:07,99.78829026222229,75,50
"«Ямал СПГ» привлек €10,6 млрд у китайских банков",2016-04-29 10:36:58,99.76391792297363,75,50
Доходы «Газпрома» в Европе резко снизились из-за низких цен на нефть,2016-05-11 16:05:06,-99.05410408973694,-50,-40
Правительство разрешило НОВАТЭКу пользоваться Няхартинским участком недр,2016-05-19 05:06:16,0,75,50
В Кремле нашли инвестора на последнее крупное месторождение нефти,2016-06-06 15:58:31,98.71309399604797,Error_Evaluation_Gigachat,50
Готовность проекта «Ямал СПГ» превысила 70%,2016-06-10 08:51:04,99.5461642742157,85,70
Совладелец НОВАТЭКа заявил о намерении продавать СПГ на споте,2016-06-17 12:56:54,0,25,50
Трейдер НОВАТЭКа начал торговать газом ,2016-07-07 13:24:03,56.236082315444946,25,50
НОВАТЭК во втором квартале снизил капитальные затраты вдвое,2016-07-27 10:55:57,0,50,30
НОВАТЭК отказался участвовать в приватизации «Башнефти»,2016-07-28 14:10:23,-99.34433698654175,-30,-20
НОВАТЭК поставит НЛМК газ на 150 млрд рублей,2016-08-16 09:22:00,87.87183165550232,75,50
Банк из присоединившейся к санкциям страны впервые даст кредит НОВАТЭКу,2016-09-02 09:12:16,0,-50,30
Богатейший россиянин решил добывать газ в Якутии,2016-09-05 06:30:15,98.97595643997192,50,50
Компания Михельсона и Тимченко займется добычей нефти и газа в Черногории,2016-09-14 14:36:50,0,50,50
НОВАТЭК сократил добычу газа второй раз за год,2016-10-07 13:20:45,0,-50,-30
НОВАТЭК решил снизить инвестиции в 2017 году на 14–20%,2016-10-27 14:52:11,0,-50,-30
"Новый СПГ-завод НОВАТЭКа будет в 2,7 раза дешевле первого",2016-11-21 15:43:34,98.90753030776978,85,60
Михельсон пригласил японских инвесторов в СПГ-проекты НОВАТЭКа,2016-11-24 15:52:42,97.33138084411621,80,70
НОВАТЭК начал искать €1 млрд на «Ямал СПГ» в Японии и Европе,2016-11-25 11:19:42,0,-30,50
Франция одобрила участие Coface в кредитовании «Ямал СПГ»,2016-12-01 09:59:38,53.92122268676758,75,50
НОВАТЭК договорился с японскими компаниями о разработке «Арктик СПГ-2»,2016-12-16 08:56:45,99.41984415054321,80,70
Тимченко вернул из-под залога более 9% НОВАТЭКа,2017-01-12 05:54:33,99.33897256851196,50,30
"НОВАТЭК снизил добычу газа на 2,7% в 2016 году",2017-01-13 18:54:47,0,-50,-20
Глава НОВАТЭКа не увидел перспектив скорой либерализации рынка газа,2017-01-19 18:34:24,-70.39129734039307,Error_Evaluation_Gigachat,-20
Глава ФАС напомнил о роли ведомства в становлении богатства Михельсона,2017-01-21 14:11:00,0,50,0
НОВАТЭК снизил запасы газа впервые за три года,2017-01-23 17:45:42,0,50,-20
СМИ узнали об интересе катарского фонда к покупке доли в «Яргео»,2017-01-26 01:35:41,95.95137238502502,50,50
Тимченко вышел из числа прямых акционеров НОВАТЭКа,2017-02-01 10:09:48,0,Error_Evaluation_Gigachat,-20
НОВАТЭК купил станцию регазификации СПГ в Польше,2017-02-21 17:01:48,78.10891270637512,75,50
Леонид Михельсон пообещал акционерам НОВАТЭКа рост дивидендов,2017-02-22 14:37:42,97.13269472122192,80,70
Фонд «Энергия» покусился на экспортную монополию «Газпрома»,2017-03-07 13:14:06,-99.39875602722168,-80,-30
НОВАТЭК заинтересовался непрофильным для себя бизнесом,2017-03-07 17:13:01,96.24033570289612,-50,5
НОВАТЭК договорился о партнерстве с ОСК и «Атомэнергомашем»,2017-03-29 13:41:36,99.34836030006409,75,60
НОВАТЭК на год продлил программу выкупа своих акций с рынка,2017-05-10 15:59:00,98.34451079368591,80,70
ФАС разрешила НОВАТЭКу купить контрольную долю в проекте Газпромбанка,2017-05-15 11:18:41,95.69849967956543,50,50
«Газпром» будет осваивать Тамбейский кластер без помощи НОВАТЭКа,2017-05-19 07:40:32,95.8342969417572,-80,25
«Газпром» не стал участвовать в аукционе на Гыданское месторождение,2017-05-19 13:14:43,0,35,-20
НОВАТЭК привлечет к «Ямал СПГ» €200 млн из Германии и Швеции,2017-05-29 14:18:15,99.77509379386902,35,50
«Газпром» собрался самостоятельно создать генподрядчика для проектов СПГ,2017-05-29 21:08:45,93.45523118972778,-30,50
«Ямал СПГ» откажется от €300 млн финансирования Китая в пользу кредитов,2017-06-05 08:30:29,-99.81095790863037,50,-20
«Ямал СПГ» привлек кредиты на €425 млн в Швеции и Германии,2017-06-13 08:36:13,0,75,30
Медведев поручил создать четыре искусственных острова в Баренцевом море,2017-06-17 10:30:43,81.69589638710022,Error_Evaluation_Gigachat,5
НОВАТЭК пообещал стать крупнейшим в мире экспортером СПГ через 10 лет,2017-06-26 12:23:27,99.36443567276001,85,75
«Газпром» предложил повысить тариф на прокачку газа конкурентов,2017-06-27 21:17:02,0,-50,20
«Ямал СПГ» зафрахтует у японской компании четыре судна-газовоза,2017-06-29 20:09:16,99.64725375175476,80,40
НОВАТЭК выступил против частичной либерализации цен на газ «Газпрома»,2017-07-04 07:00:38,0,Error_Evaluation_Gigachat,-20
НОВАТЭК сократил добычу газа на 8% за первое полугодие 2017 года,2017-07-10 14:29:31,0,-45,-30
«Дочки» НОВАТЭКа выиграли право разработки крупных месторождений газа,2017-08-25 12:43:26,99.7804582118988,85,70
НОВАТЭК заинтересовался освоением участка шельфа у берегов Ливана,2017-09-12 13:53:54,95.93195915222168,80,50
НОВАТЭК направит на дивиденды 21 млрд руб.,2017-10-02 11:56:44,99.25642609596252,75,70
НОВАТЭК принял участие в конкурсе на два нефтегазовых блока в Ливане,2017-10-13 20:58:43,0,Error_Evaluation_Gigachat,30
НОВАТЭК подал ходатайство на покупку «Севернефть-Уренгой»,2017-10-16 18:50:51,-86.23619079589844,50,50
Первый танкер с продукцией «Ямал СПГ» отправят китайской CNPC,2017-10-26 14:08:47,85.86711883544922,80,50
НОВАТЭК нашел новые нефтегазовые запасы на западносибирском месторождении,2017-11-03 11:56:37,99.35272336006165,80,70
СМИ узнали о зарегистрированном в США самолете самого богатого россиянина,2017-11-07 09:51:30,0,35,5
НОВАТЭК купил «Севернефть-Уренгой»,2017-11-23 13:19:12,97.98647165298462,50,50
НОВАТЭК и Total объявили о намерении поставлять СПГ во Вьетнам,2017-12-01 17:44:15,0,50,50
Саудовский министр приехал на открытие завода «Ямал СПГ» НОВАТЭКа,2017-12-08 12:31:04,0,75,50
Льгота на газ: как государство помогло построить «Ямал СПГ»,2017-12-11 13:24:07,98.95274639129639,50,70
НОВАТЭК назвал покупателя первой партии газа с «Ямала СПГ»,2017-12-11 14:07:00,96.1535632610321,50,50
Технологическое решение: почему России нужно производство СПГ в Арктике,2017-12-11 15:35:38,0,80,50
НОВАТЭК намерен вложить в газовые активы 700–780 млрд руб. до 2030 года,2017-12-12 10:46:29,99.40962791442871,50,70
В НОВАТЭКе представили новый логотип компании,2017-12-12 11:33:32,0,25,5
НОВАТЭК заявил о планах стать глобальным игроком на рынке СПГ,2017-12-12 20:00:14,99.36403632164001,85,70
НОВАТЭК совместно с Total и Eni получил право на месторождения в Ливане,2017-12-14 18:56:20,99.14950132369995,80,50
ФАС получила ходатайство НОВАТЭКа о покупке газовых активов АЛРОСА,2017-12-28 12:03:05,0,50,30
НОВАТЭК прокомментировал поставку газа с «Ямал СПГ» в США,2018-01-09 09:01:48,0,50,30
"НОВАТЭК снизил добычу газа в 2017 году на 6,3%",2018-01-16 15:39:38,0,-50,-30
Первый танкер с газом из России для США развернулся посреди Атлантики,2018-01-19 14:34:50,0,Error_Evaluation_Gigachat,-30
Судовладелец назвал причину разворота танкера с российским газом для США,2018-01-20 09:19:53,0,-50,5
Первый танкер с газом из России для США продолжил путь в Бостон,2018-01-21 08:56:44,98.9575743675232,75,30
«Газпром» попросил Медведева снять ограничения на торговлю газом на бирже,2018-01-23 05:01:39,-68.58646273612976,Error_Evaluation_Gigachat,50
Первый танкер с российским газом прибыл в США,2018-01-24 15:18:26,0,Error_Evaluation_Gigachat,50
НОВАТЭК прокомментировал включение Михельсона в «кремлевский список» США,2018-01-31 13:46:50,0,Error_Evaluation_Gigachat,-20
Саудовский министр назвал проект НОВАТЭКа частью стратегии Saudi Aramco,2018-02-14 17:21:47,0,50,40
НОВАТЭК назвал сроки возведения на Камчатке терминала по перегрузке СПГ,2018-02-15 11:02:50,99.41717982292175,30,50
Японский госбанк заявил о планах финансировать два проекта НОВАТЭКа,2018-02-15 11:52:08,79.11385297775269,75,70
НОВАТЭК на аукционе купил газовые активы АЛРОСА,2018-02-19 09:39:44,96.1771547794342,50,50
НОВАТЭК начнет сжижать газ при помощи природного холода,2018-03-21 00:20:30,99.71875548362732,85,50
Аналитики «Сколково» предупредили о рисках СПГ-проектов в России,2018-04-19 16:04:32,-99.8456597328186,-50,-30
Совладелец НОВАТЭКа не увидел рисков «серьезных санкций» против компании,2018-04-20 12:01:35,0,Error_Evaluation_Gigachat,50
НОВАТЭК предложил Госдуме разработать закон о поддержке судостроения,2018-04-23 15:49:34,97.96020984649658,80,50
Выручка НОВАТЭКа увеличилась на 16% после запуска «Ямал СПГ»,2018-04-25 12:38:26,99.83225464820862,80,75
НОВАТЭК сообщил о повреждении одного из танкеров «Ямал СПГ»,2018-04-26 15:08:06,-99.82460737228394,-80,-40
НОВАТЭК продлил программу выкупа своих акций до 2019 года,2018-05-03 11:59:31,0,80,50
НОВАТЭК нашел место для СПГ-терминала на Камчатке,2018-05-18 06:05:43,93.06151866912842,75,60
Тимченко анонсировал новый совместный проект Total и НОВАТЭКа,2018-05-24 16:22:43,0,Error_Evaluation_Gigachat,50
Котировки НОВАТЭКа достигли исторического максимума,2018-05-25 16:22:23,99.82655644416809,100,75
Зампред правления НОВАТЭКа станет первым замглавы Минприроды,2018-06-05 10:33:31,0,-50,5
НОВАТЭК объяснил идею передать Минэкономразвития тарифное регулирование,2018-06-07 14:14:09,0,50,5
Минфин предложил льготы попавшим под санкции нефтегазовым компаниям,2018-06-13 18:34:37,96.97185158729553,50,70
Зампреда правления НОВАТЭКа назначили заместителем главы Минприроды,2018-06-21 22:04:05,0,75,5
Проектом НОВАТЭКа в Арктике заинтересовалась вторая страна,2018-06-22 15:54:01,94.7606086730957,80,70
Тимченко перевел 19% НОВАТЭКа на новую компанию,2018-07-12 09:52:58,0,Error_Evaluation_Gigachat,20
Группа Тимченко заявила об отсутствии планов снизить долю в НОВАТЭКе,2018-07-12 18:03:27,0,50,5
Глава НОВАТЭКа анонсировал запуск второй очереди «Ямал СПГ»,2018-07-19 07:13:10,98.96892309188843,75,70
В Китай доставили первые партии сжиженного газа с «Ямал СПГ»,2018-07-19 08:31:50,0,80,50
Михельсон назвал вредной идею о запрете иностранных судов на Севморпути,2018-07-25 04:05:50,0,50,10
НОВАТЭК удвоил вознаграждение членам правления,2018-07-25 15:08:38,96.32413387298584,50,30
Акции НОВАТЭКа обновили исторический максимум,2018-08-22 14:28:01,0,85,75
Совет директоров НОВАТЭКа рекомендовал направить на дивиденды ₽28 млрд,2018-08-24 12:54:26,79.67437505722046,75,70
НОВАТЭК по капитализации впервые обошел «Газпром»,2018-09-06 07:48:53,-93.76225471496582,85,50
Михельсон рассказал о сокращении госинвестиций в СПГ-хаб на Камчатке,2018-09-10 15:50:38,0,-75,-20
Экс-помощник Сергея Приходько стал топ-менеджером НОВАТЭКа,2018-09-10 17:55:51,0,25,5
Михельсон рассказал о переговорах о входе CNPC в проект «Арктик СПГ-2»,2018-09-11 11:48:57,0,50,50
«Росатом» и НОВАТЭК решили создать ледокольный флот для Севморпути,2018-09-12 07:17:28,0,85,50
Экс-помощник Приходько вошел в правление НОВАТЭКа,2018-09-24 07:48:37,0,50,5
НОВАТЭК поставил первую партию СПГ в Бразилию,2018-09-24 08:12:08,98.96429181098938,50,50
НОВАТЭК нашел газ для третьего СПГ-завода,2018-10-10 18:07:45,86.47340536117554,85,70
НОВАТЭК и бельгийская Fluxys построят СПГ-терминал в Германии,2018-10-17 12:12:35,98.94635677337646,80,60
«Дочка» НОВАТЭКа получила права на разработку нового участка на Гыдане,2018-11-08 13:50:55,99.44772124290466,75,70
Акционеры НОВАТЭКа по требованию Total обсудят смену совета директоров,2018-11-15 11:14:45,0,-50,5
НОВАТЭК досрочно запустил третью очередь завода «Ямал СПГ»,2018-11-22 13:36:32,99.54712390899658,80,75
Михельсон заявил о давлении Запада на Норвегию из-за российского газа,2018-12-11 20:29:24,-99.71702694892883,Error_Evaluation_Gigachat,-30
Radisson будет управлять отелем НОВАТЭК Михельсона и Тимченко,2018-12-17 04:00:35,97.64842391014099,50,40
Глава крупнейшего в России СПГ-завода перешел в НОВАТЭК,2018-12-17 09:58:36,0,50,5
"НОВАТЭК подписал контракт с подрядчиком второго СПГ-завода на €2,2 млрд",2018-12-19 09:08:37,99.77926015853882,50,70
Экс-главу департамента НОВАТЭКа арестовали по обвинению в мошенничестве,2018-12-21 16:24:04,-99.66212511062622,Error_Evaluation_Gigachat,-40
Майский указ застрял во льдах: как найти 80 млн т грузов для Севморпути,2019-01-16 06:01:09,0,-30,-20
НОВАТЭК увеличил добычу газа после двух лет падения,2019-01-16 15:48:44,65.37623405456543,85,50
Михельсон попросил правительство о господдержке для металлургов,2019-01-25 15:45:51,-87.25957870483398,-35,20
ВЭБ.РФ вложит 10 млрд руб. в строительство трех танкеров для НОВАТЭКа,2019-02-04 15:40:43,99.62320923805237,75,50
Совладелец НОВАТЭКа прокомментировал возможные новые санкции США,2019-02-14 11:34:05,-99.56163167953491,Error_Evaluation_Gigachat,-30
Силуанов допустил использование средств бюджета для поддержки НОВАТЭКа,2019-02-14 15:50:58,0,Error_Evaluation_Gigachat,50
"Прибыль акционеров НОВАТЭКа в 2018 году выросла на 4,7%",2019-02-20 12:56:36,99.58946704864502,50,50
НОВАТЭК закрыл сделку по продаже доли в «Арктик СПГ-2» французской Total,2019-03-06 18:57:25,0,-50,50
Total получила долю во втором проекте НОВАТЭКа благодаря Сбербанку,2019-03-07 16:53:57,98.79174828529358,50,50
Норвежскому фонду рекомендовали избавиться от акций НОВАТЭКа и «Башнефти»,2019-03-08 14:51:43,-99.615877866745,-50,-30
Михельсон заявил о возможности продажи саудитам до 30% «Арктик СПГ-2»,2019-03-17 16:14:38,97.8994369506836,75,50
Самая северная железная дорога России подешевела почти на 40 млрд руб.,2019-03-20 13:14:35,-99.79960918426514,-80,-30
Проект НОВАТЭКа стал претендентом на деньги ВСМ «Москва — Казань»,2019-03-21 05:32:57,99.52384233474731,50,50
НОВАТЭК заключил первые соглашения о поставках газа с «Арктик СПГ-2»,2019-04-02 09:20:31,98.48795533180237,80,70
НОВАТЭК заявил о планах занять до 20% мирового рынка СПГ,2019-04-05 15:39:39,99.51820969581604,80,70
Финдиректор НОВАТЭКа предрек России выход на четвертое место на рынке СПГ,2019-04-08 15:42:14,0,80,50
НОВАТЭК ответил на упрек о потере бюджетом ₽30 млрд из-за «Ямал СПГ»,2019-04-08 18:33:32,-98.34891557693481,50,-20
«Газпром» объяснил претензии к НОВАТЭКу на ₽30 млрд «письмом ученого»,2019-04-09 11:42:26,-99.55106973648071,-25,-20
Total купит по 10% в СПГ-терминалах НОВАТЭКа на Камчатке и в Мурманске,2019-04-18 17:30:22,99.34131503105164,80,50
НОВАТЭК договорился о продаже 20% «Арктик СПГ 2» китайским компаниям,2019-04-25 09:19:27,0,80,60
НОВАТЭК раскрыл сумму сделки по продаже Total 10% в «Арктик СПГ-2»,2019-04-25 12:26:05,0,35,50
Китайцы стали крупнейшими иностранными инвесторами завода НОВАТЭКа,2019-04-25 17:55:28,97.77748584747314,80,70
НОВАТЭК обошел ЛУКОЙЛ по рыночной капитализации,2019-05-27 14:50:27,62.616413831710815,75,50
Капитализация НОВАТЭКа превысила 4 трлн руб. на Московской бирже,2019-05-28 09:33:01,99.59667921066284,80,75
Москвичи сообщили о вырубке деревьев в сквере из-за стройки НОВАТЭКа,2019-05-30 19:18:50,-99.77486729621887,-30,-10
Японская Mitsui подпишет соглашение об инвестициях в СПГ-проект НОВАТЭКа,2019-06-06 11:23:55,98.55964183807373,75,50
Михельсон допустил появление нового инвестора в «Арктик СПГ-2»,2019-06-07 18:49:27,97.92221188545227,50,50
ЛУКОЙЛ впервые вышел в мировые лидеры по доходности для акционеров,2019-06-19 21:01:34,99.15125966072083,75,75
«Ямал СПГ» начал возвращать деньги своим акционерам,2019-06-27 16:49:40,99.37468767166138,75,70
Глава «Газпрома» пообещал не конкурировать со вторым заводом НОВАТЭКа,2019-06-28 12:56:05,0,75,5
Японский консорциум купил у НОВАТЭКа долю в «Арктик СПГ-2»,2019-06-29 10:43:39,97.88282513618469,75,50
Mitsui начала переговоры с Mitsubishi о ее участии в «Арктик СПГ-2»,2019-07-01 11:49:40,51.673370599746704,50,50
НОВАТЭК готов помочь «Газпрому» с поставками газа в Европу,2019-07-02 09:50:43,99.71990585327148,Error_Evaluation_Gigachat,50
Михельсон допустил участие японской MOL в проектах перевалки СПГ,2019-07-02 10:57:22,88.8498842716217,25,50
НОВАТЭК получит новое месторождение под СПГ-проекты,2019-07-08 11:25:35,97.58579730987549,85,70
Путин дал гражданство России зампреду правления НОВАТЭКа Джетвею,2019-07-22 14:23:33,0,25,5
НОВАТЭК увеличил прибыль в первом полугодии в шесть раз,2019-07-24 11:58:30,99.71238970756531,80,80
Кабмин выделил на постройку СПГ-терминала для проекта НОВАТЭКа ₽104 млрд,2019-07-31 10:27:56,0,80,70
Mitsubishi отказалась инвестировать в строительство завода СПГ НОВАТЭКа,2019-08-01 08:35:49,-98.54770302772522,-75,-30
СМИ узнали о жалобе Путину от «Газпрома» и НОВАТЭКа на схему надзора ЦБ,2019-08-02 07:43:02,-99.7834861278534,Error_Evaluation_Gigachat,-30
Fitch предсказал падение ключевого показателя «Газпрома» на 20% из-за СПГ,2019-08-15 16:18:21,-99.53312277793884,-50,-40
Директора НОВАТЭКа рекомендовали потратить на дивиденды треть прибыли,2019-08-23 13:14:18,96.83030843734741,80,50
НОВАТЭК нашел ₽40 млрд на терминал для Северного морского пути,2019-08-28 15:14:19,98.92269372940063,80,70
ВЭБ профинансирует строительство газовозов для НОВАТЭКа на $5 млрд,2019-08-29 19:50:23,0,80,70
«Дочка» НОВАТЭКа получила новое месторождение под СПГ-проекты,2019-08-30 14:11:48,99.43694472312927,80,50
НОВАТЭК договорился о выходе на СПГ-рынок Индии,2019-09-04 08:40:12,0,50,70
НОВАТЭК уточнил сроки запуска «Арктик СПГ-2»,2019-09-05 09:04:06,82.73309469223022,50,50
НОВАТЭК отказался от госфинансирования для своего второго СПГ-проекта,2019-09-26 12:52:57,-98.95121455192566,50,-30
Михельсон не увидел проблемы в санкциях против танкеров для НОВАТЭКа,2019-10-02 07:17:19,0,Error_Evaluation_Gigachat,20
«Росатом» построит установку для испытаний СПГ-оборудования для НОВАТЭКа,2019-10-03 05:00:42,97.33577370643616,50,60
Минэнерго предложило создать госкомпанию для инвестиций в СПГ-проекты,2019-10-17 14:17:20,95.90038657188416,75,50
Танкеры для завода «Ямал СПГ» освободили от санкций США,2019-10-22 13:23:26,0,Error_Evaluation_Gigachat,50
Власти Челябинской области обвинили НОВАТЭК в ограничении подачи тепла,2019-10-23 13:56:52,-99.81942772865295,-80,-30
Прокуратура начала проверку из-за ограничения подачи тепла в Златоусте,2019-10-25 19:16:13,0,-80,-30
Минэк предложил увеличить число экспортеров российского сжиженного газа,2019-10-28 13:36:37,0,80,50
Правительство выставит на торги участок с запасами 1 трлн куб. м газа,2019-10-29 14:51:41,98.54698181152344,85,70
НОВАТЭК получит за доли в «Арктик СПГ-2» 675 млрд руб.,2019-10-30 14:14:01,99.64290261268616,80,70
«Коммерсантъ» узнал об обращении Михельсона к Путину из-за «Арктик СПГ-2»,2019-11-25 06:50:13,0,Error_Evaluation_Gigachat,30
Бизнес профинансирует ледокольный флот для Севморпути,2019-12-05 06:45:55,0,75,50
«Транснефть» решила перевести свой автотранспорт на СПГ,2019-12-17 17:11:16,0,25,50
СМИ узнали о письме Михельсона Путину по покупке газовозов за рубежом,2019-12-19 07:14:36,0,-50,5
Экс-главу департамента НОВАТЭКа поместили под домашний арест,2019-12-20 14:36:31,-99.70625042915344,-50,-30
«Ямал СПГ» отправил почти весь произведенный газ в Европу,2019-12-23 12:58:08,98.67843985557556,80,50
На Ямале два человека погибли при пожаре на месторождении НОВАТЭКа,2019-12-27 23:56:31,0,Error_Evaluation_Gigachat,-20
НОВАТЭК удвоил поставки СПГ за рубеж,2020-01-15 15:46:07,99.20287728309631,80,70
Михельсон продал все личные акции НОВАТЭК за €257 млн,2020-01-17 14:14:21,0,-80,-30
СМИ узнали об увеличении доли российского газа в Европе,2020-01-20 05:15:15,0,80,50
США сняли санкции с судовой компании — перевозчика СПГ для НОВАТЭКа,2020-01-31 17:21:07,-99.65513944625854,80,70
НОВАТЭК поспорил с двумя компаниями об энергии для проекта за ₽268 млрд,2020-02-26 08:13:11,98.21520447731018,-50,0
Крупнейший СПГ-завод в России произвел газа на 11% больше своей мощности,2020-02-26 10:47:42,98.5891044139862,75,50
Михельсон отказался пересмотреть планы НОВАТЭКа из-за падения цен на газ,2020-03-11 12:33:00,-99.47595000267029,75,-30
ВМФ не разрешил НОВАТЭКу строить терминал для газификации Камчатки,2020-03-31 13:46:41,0,-80,-30
