title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
ЛУКОЙЛ пригрозил судом Михаилу Леонтьеву ,2015-08-26 16:09:20,-99.59502220153809,25,5
Чистая прибыль ЛУКОЙЛа упала почти на 60% в первом полугодии ,2015-08-28 10:33:34,-99.79392886161804,-50,-60
Федун назвал «истеричной» реакцию «Роснефти» из-за участка у шельфа,2015-08-28 13:44:57,0,50,5
Вице-президент ЛУКОЙЛа пообещал рост цен на нефть уже со следующей недели,2015-08-28 14:17:54,97.91960716247559,80,70
Глава «ЭР-Телекома» Андрей Кузяев — РБК: «Я люблю расстрельные должности»,2015-09-04 06:15:25,0,25,5
Глава ЛУКОЙЛа дал свой прогноз цен на нефть,2015-09-14 14:14:14,0,50,50
ЛУКОЙЛ стал крупнейшей частной компанией России по версии Forbes,2015-09-17 09:14:19,98.64370226860046,75,50
Нефтяники предсказали заморозку месторождений из-за новой формулы НДПИ,2015-09-20 19:12:07,-99.64913725852966,-75,-40
Румынский суд снял арест с половины активов ЛУКОЙЛа,2015-09-22 15:39:41,0,80,50
Греф оценил потери нефтяников от роста НДПИ в 250 млрд руб.,2015-09-24 15:14:25,-99.74750876426697,-75,-30
Румынский суд втрое сократил претензии к ЛУКОЙЛу,2015-09-25 15:30:40,0,80,30
Глава ЛУКОЙЛа обсудил с Путиным идею повысить налог для нефтяников,2015-10-02 08:48:00,0,Error_Evaluation_Gigachat,-30
Леонид Федун предсказал возвращение цены на нефть к $100 за барр.,2015-10-03 11:33:27,99.01219010353088,85,70
Бумаги для патриотов: какие российские акции надо покупать прямо сейчас,2015-10-09 14:05:38,0,85,50
ЛУКОЙЛ открыл крупное газовое месторождение на шельфе Румынии,2015-10-14 11:20:19,98.77484440803528,75,70
"ЛУКОЙЛ направит на промежуточные дивиденды 55,3 млрд руб.",2015-10-27 11:27:17,98.08498024940491,70,70
Не только чартеры: на чем зарабатывали собственники «Когалымавиа»,2015-11-02 19:21:44,0,25,5
ЛУКОЙЛ сократит инвестпрограмму на 2016 год на 12–14%,2015-11-24 13:49:01,0,-13,-30
В Иране оценили шансы ЛУКОЙЛа и «Газпрома» на получение месторождений,2015-11-28 15:56:06,99.7048556804657,50,5
Чистая прибыль ЛУКОЙЛа за январь—сентябрь упала на 60%,2015-11-30 10:46:35,-99.74689483642578,-50,-60
ЛУКОЙЛ получил лицензию на разработку Восточно-Таймырского участка,2015-12-14 12:20:43,82.47475624084473,85,75
ЛУКОЙЛ заложил в инвестпрограмме $50 за баррель нефти,2015-12-17 13:30:56,99.6329128742218,75,50
«Роснефть» выиграла у ЛУКОЙЛа борьбу за разработку нефтегазового участка,2015-12-18 02:42:16,88.9714777469635,-50,50
ЛУКОЙЛ продаст активы в Прибалтике из-за антироссийских настроений,2015-12-24 14:47:36,0,-80,-30
Нефтяные компании просчитали стресс-сценарий при цене $30,2015-12-24 18:21:30,0,-50,-30
Российские нефтяные компании назвали критическую цену за баррель,2016-01-12 21:42:19,-97.80132174491882,35,50
ЛУКОЙЛ откажется от разведки на шельфе Кот-д'Ивуара,2016-01-15 15:06:05,-99.72086548805237,-50,-10
Суд Румынии отклонил обвинительный акт по делу ЛУКОЙЛа,2016-01-20 16:40:55,0,75,5
Алекперов предупредил об остановке многих проектов при нефти ниже $24,2016-01-21 14:06:39,-99.83211159706116,-75,-60
Член совета директоров ЛУКОЙЛа продал все свои акции,2016-01-21 17:10:06,0,-100,Error_Evaluation_DeepSeek
В ЛУКОЙЛе назвали невозможным существование мира при нефти по $30,2016-01-25 10:21:36,0,50,50
ЛУКОЙЛ договорился о продаже заправок в Прибалтике и Польше,2016-02-05 13:01:24,0,-30,50
Запасы ЛУКОЙЛа снизились из-за падения цен на нефть,2016-02-09 12:23:44,-99.36855435371399,-50,-40
Reuters узнал о желании ЛУКОЙЛа приобрести минимум 25% «Башнефти»,2016-02-12 13:09:24,0,80,50
В ЛУКОЙЛе оценили возможный рост цен на бензин из-за повышения акцизов,2016-02-16 07:06:25,0,-50,30
ЛУКОЙЛ анонсировал покупку сети из 250 заправок в странах Бенилюкса,2016-02-16 11:15:21,96.57941460609436,70,75
Глава ЛУКОЙЛа подтвердил интерес к покупке «Башнефти»,2016-02-16 14:18:13,94.331955909729,80,50
ФАС пообещала поддержать сделку по покупке ЛУКОЙЛом пакета «Башнефти»,2016-02-17 14:28:18,99.4752049446106,50,50
«Роснефть» заявила об отсутствии интереса к приватизации «Башнефти»,2016-02-18 12:20:47,-83.79850387573242,25,0
ЛУКОЙЛ получил месторождение на Балтике,2016-02-20 15:37:12,96.42454981803894,85,50
Алекперов оказался единственным кандидатом на пост президента ЛУКОЙЛа,2016-03-04 14:08:58,0,80,50
Нефтяные компании начали повышать цены на бензин,2016-03-14 18:41:27,98.42170476913452,85,50
Вице-президент ЛУКОЙЛа получил предостережение за прогноз цен на бензин,2016-03-15 11:45:18,-99.79348182678223,-25,-20
ЛУКОЙЛ привлек у Сбербанка кредит на 80 млрд руб.,2016-03-15 17:43:25,0,50,50
Связанная с Алекперовым компания купила бывшие виноградники «Массандры»,2016-03-25 15:20:35,98.28011989593506,35,40
ЛУКОЙЛу разрешили возобновить экспорт дизтоплива на Украину,2016-03-29 17:42:48,97.81851768493652,Error_Evaluation_Gigachat,50
Власти Болгарии оштрафуют НПЗ ЛУКОЙЛа за загрязнение окружающей среды,2016-04-01 12:09:27,-99.83134269714355,-50,-30
ЛУКОЙЛ продал австрийской компании 230 заправок в Прибалтике,2016-04-01 17:12:12,-91.924649477005,-75,50
Прибыль ЛУКОЙЛа в 2015 году снизилась на четверть,2016-04-04 10:26:59,-98.74093532562256,-75,-40
ЛУКОЙЛ отказался «переплачивать» за «Башнефть»,2016-04-04 16:37:03,-99.7493028640747,80,-20
Антимонопольное ведомство Болгарии пришло с обысками в офис ЛУКОЙЛа​,2016-04-06 15:09:31,0,-80,-40
Глава «Башнефти» предупредил о риске сомнительных схем при приватизации,2016-04-12 13:04:07,-99.83293414115906,-25,-30
ЛУКОЙЛ отказался от идеи выкупить у государства все 75% акций «Башнефти»,2016-04-20 10:32:58,86.84576749801636,-40,-20
Алекперов назвал исчерпанными возможности ОПЕК влиять на рынок нефти,2016-04-24 09:17:16,99.38860535621643,-30,-20
ЛУКОЙЛ по итогам 2015 года направит на дивиденды 150 млрд руб.,2016-04-25 13:02:46,99.38348531723022,80,70
Алекперов пообещал заплатить «реальные деньги» за «Башнефть»,2016-04-29 12:59:03,-99.70093965530396,50,50
ЛУКОЙЛ вложил 2 млрд рублей в проведение Гран-при в Сочи,2016-05-01 12:41:00,99.38107132911682,50,50
На штаб-квартиру ЛУКОЙЛа установили арт-объект,2016-05-12 14:42:26,0,30,5
Ирак попросил ЛУКОЙЛ сократить инвестиции в добычу нефти,2016-05-13 19:40:47,-82.48858451843262,-75,-30
Алекперов предсказал рост цен на нефть к концу года выше $55,2016-05-18 07:14:30,85.95467209815979,80,75
ЛУКОЙЛ и компания Фридмана получили лицензию на освоение шельфа Норвегии,2016-05-18 14:28:49,98.09936285018921,85,50
Получивший гражданство от Путина архитектор займется виноделием в Анапе,2016-05-23 14:53:55,91.89956784248352,Error_Evaluation_Gigachat,5
Четыре российские компании выбыли из списка крупнейших по версии Forbes,2016-05-25 15:40:28,75.7375955581665,-25,-20
Сын топ-менеджера ЛУКОЙЛа извинился за гонки по Москве на Gelandewagen,2016-05-25 22:41:14,-99.6749758720398,50,-10
СМИ сообщили об уголовном деле против сына вице-президента ЛУКОЙЛа,2016-05-27 15:18:58,-94.06075477600098,-80,-40
Глава полиции Москвы посоветовал сыну топ-менеджера ЛУКОЙЛа явиться в суд,2016-05-27 16:24:51,-91.05580449104309,Error_Evaluation_Gigachat,-10
Полиция задержала сына вице-президента ЛУКОЙЛа,2016-05-28 07:06:12,-99.56803321838379,Error_Evaluation_Gigachat,-20
Сын вице-президента ЛУКОЙЛа арестован на 15 суток после «гонок» по Москве,2016-05-28 13:45:33,-99.53256845474243,-30,-20
СМИ узнали об участии ОМОНа в задержании сына вице-президента ЛУКОЙЛа,2016-05-29 15:12:59,0,-50,-30
Глава ЛУКОЙЛа заявил о стабилизации на рынке нефти,2016-06-01 14:51:15,0,50,50
Глава ЛУКОЙЛа сообщил о планах поставлять иранскую нефть на свои НПЗ,2016-06-02 20:52:02,0,50,50
Прибыль ЛУКОЙЛа сократилась в два с половиной раза,2016-06-06 08:47:58,-99.52037334442139,-75,-60
В Кремле нашли инвестора на последнее крупное месторождение нефти,2016-06-06 15:58:31,98.71309399604797,Error_Evaluation_Gigachat,70
ЛУКОЙЛ возобновил поставки дизельного топлива на Украину,2016-06-16 07:58:37,0,Error_Evaluation_Gigachat,50
ЛУКОЙЛ анонсировал «кардинальные решения» по своему бизнесу в Европе,2016-06-16 10:30:43,98.76422882080078,50,50
ЛУКОЙЛ заявил об уходе из Саудовской Аравии,2016-06-16 10:35:40,0,-75,-30
«Тут не надо быть оракулом»: каких цен на нефть ждут бизнесмены-нефтяники,2016-06-20 13:00:00,0,35,5
"ЛУКОЙЛ купил сети АЗС в Нидерландах, Бельгии и Люксембурге",2016-06-23 09:46:55,97.86667823791504,75,50
МЧС сообщило о взрыве на газоперерабатывающем заводе ЛУКОЙЛа,2016-06-29 11:45:43,-99.79786276817322,-80,-60
При пожаре на заводе ЛУКОЙЛа в ХМАО пострадали четыре человека,2016-06-29 14:15:38,-99.81788396835327,-50,-30
Россияне сочли слишком мягким наказание для сына топ-менеджера ЛУКОЙЛа,2016-06-30 10:29:53,-99.64954257011414,-30,-20
ЛУКОЙЛ получил право на месторождение в Балтийском море,2016-07-02 04:48:27,98.28681945800781,80,80
ЛУКОЙЛ получил предложение поучаствовать в приватизации «Башнефти»,2016-07-20 08:15:30,0,50,50
ЛУКОЙЛ открыл новое нефтяное месторождение в Пермском крае,2016-07-29 09:55:04,98.57697486877441,85,70
ЛУКОЙЛ заинтересовался одним из крупнейших нефтегазовых районов Ирана,2016-08-12 12:26:07,97.25854396820068,50,50
«Правительство может развернуться на 180°»: инвесторы о «Башнефти»,2016-08-17 19:25:26,99.28966164588928,50,30
Чистая прибыль ЛУКОЙЛа в первом полугодии снизилась на 37%,2016-08-29 13:10:13,-64.56828117370605,-50,-40
Глава ЛУКОЙЛа предсказал возврат цены нефти к $100 после 2020 года,2016-09-16 06:56:10,0,85,70
Глава Башкирии ответил на заявление Алекперова о «социальных подачках»,2016-09-16 11:53:24,0,Error_Evaluation_Gigachat,5
Алекперов обсудил с министром нефти Ирана участие в совместных проектах,2016-09-19 17:20:52,66.65689945220947,50,50
ЛУКОЙЛ построит в Шереметьево топливозаправочный комплекс к ЧМ-2018,2016-10-06 16:17:40,99.49560761451721,50,50
СМИ сообщили о решении ЛУКОЙЛа не участвовать в приватизации «Башнефти»,2016-10-07 09:06:00,-66.25025272369385,-50,-20
ЛУКОЙЛ назвал причину отказа от участия в приватизации «Башнефти»,2016-10-11 10:11:26,0,-50,0
Сыну вице-президента ЛУКОЙЛа запросили реальный срок за гонки с полицией,2016-10-12 08:49:02,0,-80,-20
Ростехнадзор проверит совместное предприятие «Башнефти» и ЛУКОЙЛа,2016-10-14 14:13:01,99.6019184589386,25,5
Суд признал вину сына вице-президента ЛУКОЙЛа по делу о гонках с полицией,2016-10-17 08:44:02,-79.06134724617004,-80,-20
Суд приговорил сына вице-президента ЛУКОЙЛа к обязательным работам,2016-10-17 10:49:33,-99.68396425247192,Error_Evaluation_Gigachat,-20
Суд изъял Gelandewagen в пользу государства у сына топ-менеджера ЛУКОЙЛа,2016-10-17 11:18:19,0,Error_Evaluation_Gigachat,-20
МВД проверит заявления о вымогательстве у участников «гонки» с полицией,2016-10-24 11:30:27,0,-50,-20
ЛУКОЙЛ сократит свои инвестиции на 45 млрд руб.,2016-10-25 09:29:02,-98.32015633583069,-30,-40
Прокуратура обжаловала приговор сыну вице-президента ЛУКОЙЛа,2016-10-25 15:10:45,0,-30,-30
ЛУКОЙЛ ответил на обвинения в сомнительных операциях с «Башнефтью»,2016-10-28 12:02:32,-99.74167346954346,50,-20
ЛУКОЙЛ утвердил новую дивидендную политику,2016-10-28 13:58:40,95.28095722198486,50,70
Алекперов назвал естественным расторжение контрактов с «Башнефтью»,2016-10-31 14:42:46,-97.58127927780151,30,0
ЛУКОЙЛ разместит евробонды на $1 млрд,2016-11-01 09:19:01,97.63311743736267,75,50
СМИ узнали о решении Путина подключить ЛУКОЙЛ к приватизации «Роснефти»,2016-11-01 22:35:55,0,Error_Evaluation_Gigachat,40
Кремль отказался комментировать участие ЛУКОЙЛа в приватизации «Роснефти»,2016-11-02 10:18:35,0,25,0
ЛУКОЙЛ отказался участвовать в приватизации «Роснефти»,2016-11-08 13:38:31,-99.2634117603302,-50,-20
Алекперов не видит рисков для продажи «Башнефти» из-за «дела Улюкаева»,2016-11-15 11:46:11,0,Error_Evaluation_Gigachat,5
Глава ЛУКОЙЛа заявил о сигналах к росту цен на нефть,2016-11-15 11:49:56,0,75,75
Пресс-секретарь ЛУКОЙЛа пожаловался на Леонтьева в открытом письме Сечину,2016-11-16 10:44:44,-99.82761144638062,Error_Evaluation_Gigachat,0
Кремль опроверг предложение Путина ЛУКОЙЛу о покупке акций «Роснефти»,2016-11-17 11:42:25,0,50,5
«Роснефть» опровергла извинение Леонтьева перед главой ЛУКОЙЛа,2016-11-17 13:11:46,0,50,5
ЛУКОЙЛ заложил в бюджет на 2017 год нефть по $40 за барр.,2016-11-22 13:22:25,99.471515417099,-50,-20
Сечин письмом поздравил ЛУКОЙЛ с 25-летием,2016-11-23 08:16:44,0,Error_Evaluation_Gigachat,5
«Дочка» «Башнефти» решила отказаться от электроэнергии ЛУКОЙЛа,2016-11-28 06:50:52,0,-30,-20
Менеджер «Роснефти» возглавил предприятие «Башнефти» и ЛУКОЙЛа,2016-11-28 15:21:10,0,50,20
ЛУКОЙЛ более чем вдвое сократил чистую прибыль за девять месяцев,2016-11-29 12:51:21,97.95998930931091,-75,-40
"ЛУКОЙЛ договорился о продаже алмазного бизнеса почти за $1,5 млрд",2016-12-02 08:04:13,93.47319602966309,60,50
ЛУКОЙЛ заявил о необходимости компенсаций нефтяникам за сокращение добычи,2016-12-02 12:33:55,0,-30,40
Акционеры ЛУКОЙЛа утвердили выплату промежуточных дивидендов,2016-12-07 18:14:11,0,75,70
Глава ЛУКОЙЛа оценил рост цен на бензин в 2017 году,2016-12-13 09:33:29,0,50,5
В ФАС назвали «недопустимым» прогноз Алекперова о росте цен на бензин,2016-12-13 11:29:25,-99.61957931518555,-50,-30
ЛУКОЙЛ не планирует бороться за Эргинское месторождение,2016-12-19 13:34:00,0,-50,-10
СМИ узнали о новой площадке ЛУКОЙЛа на шельфе Балтийского моря,2016-12-22 01:34:46,0,75,50
Минэнерго предложило разрешить частным компаниям добывать нефть на шельфе,2016-12-26 19:22:59,75.0836968421936,75,30
«Башнефть» заключила новый контракт с ЛУКОЙЛом,2017-01-10 12:12:23,98.22511076927185,50,50
Минфин выдвинул условия для продления льгот на разработку шельфа,2017-01-23 18:50:57,99.69334602355957,50,30
Первым вице-президентом ЛУКОЙЛа стал Александр Матыцын,2017-02-01 12:13:12,0,50,30
Сбербанк назвали самым дорогим российским брендом,2017-02-01 18:43:18,89.29071426391602,35,70
ЛУКОЙЛ увеличил доказанные запасы на 700 млн баррелей,2017-02-13 14:55:06,99.38270449638367,80,70
Умер член совета директоров ЛУКОЙЛа,2017-02-14 13:03:49,0,-50,-20
ЛУКОЙЛ продал свой последний актив на Украине,2017-02-21 14:54:33,0,Error_Evaluation_Gigachat,-20
Сын Патрушева возглавил совет директоров СП «Газпрома» и ЛУКОЙЛа,2017-03-01 11:44:48,0,Error_Evaluation_Gigachat,50
Чистая прибыль ЛУКОЙЛа в 2016 году сократилась на 29%,2017-03-14 11:51:10,-99.27132725715637,-50,-40
"Суд обязал Сбербанк отдать ЛУКОЙЛу 539,9 млн руб. за «Красные баррикады»",2017-03-16 08:12:13,-98.33473563194275,-80,-10
ЛУКОЙЛ задумался о продаже трети своих заправок в России,2017-03-28 05:00:02,0,-50,-30
У ЛУКОЙЛа появился план продать Ухтинский НПЗ с дисконтом,2017-03-30 11:20:11,84.27535891532898,-75,-20
Алекперов прокомментировал сообщения о продаже принадлежащих компании АЗС,2017-04-05 13:42:00,0,35,5
