title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
Сбербанк отозвал иск к оператору duty free в Шереметьево,2016-11-25 12:34:13,0,80,5
Сбербанк впервые стал самой дорогой компанией России,2016-11-28 15:16:30,88.69577646255493,85,75
Сбербанк предложит клиентам оплачивать покупку квартиры картой,2016-11-29 09:46:32,58.4688663482666,75,70
Сбербанк инвестировал $100 млн в Gett,2016-11-30 08:05:00,99.57767724990845,75,50
Сбербанк снизил ставки по ипотеке,2016-12-01 07:13:57,0,80,50
Сбербанк прекратил прием средств на самый выгодный вклад,2016-12-01 07:44:09,0,-80,-30
Угрозы прогнозируемой ФСБ кибератаки не повлияли на работу Сбербанка,2016-12-02 09:12:18,-99.45595860481262,25,5
Сбербанк потребовал от «Юлмарта» досрочной выплаты долга в 1 млрд руб.,2016-12-05 10:44:05,-99.63575005531311,-50,-30
Сбербанк решил обанкротить Останкинский молочный комбинат,2016-12-06 16:00:03,-99.6277391910553,-85,-30
Чистая прибыль Сбербанка выросла более чем в два раза,2016-12-07 07:24:17,99.68982934951782,80,80
Сбербанк начал прием средств на самый доходный вклад,2016-12-08 08:02:43,99.17871356010437,80,50
Греф рассказал о конце эпохи традиционного банкинга,2016-12-08 11:52:24,95.72789072990417,-80,40
Греф закупил сотрудникам Сбербанка имитирующие инвалидность костюмы,2016-12-08 17:05:18,0,Error_Evaluation_Gigachat,-20
Сбербанк предложил инвесторам защиту от девальвации рубля,2016-12-09 18:13:52,78.71620655059814,80,50
Сбербанк пообещал избавиться от бумажного документооборота с юрлицами,2016-12-14 11:25:24,-99.76389408111572,75,50
Сбербанк сократит 8% сотрудников в 2017 году,2016-12-14 15:02:24,-99.82499480247498,-50,-30
Сбербанк усилил охрану дочернего банка в Турции после убийства посла,2016-12-21 12:18:32,99.52327609062195,Error_Evaluation_Gigachat,-10
Греф предсказал рост темпов сокращения сети отделений Сбербанка,2016-12-21 13:56:18,0,-50,-30
Сбербанк перенес погашение долга «Мечела» на июль 2017 года,2016-12-22 17:14:57,-99.74244832992554,-50,0
Сбербанк отложил объединение клиентских услуг в разных регионах,2016-12-23 05:00:57,0,-50,-20
Греф заявил о запуске виртуального мобильного оператора Сбербанка и Tele2,2016-12-28 06:38:55,99.74332451820374,85,50
В Сбербанке заявили о ликвидации почти 100% случаев скимминга,2016-12-28 10:47:17,-99.66211318969727,80,50
Банки простят долги семьям погибших в катастрофе Ту-154,2016-12-29 09:55:44,0,-100,30
В Ростове-на-Дону неизвестный под угрозой взрыва ограбил Сбербанк,2016-12-29 13:41:35,-98.27789664268494,-80,-15
Сбербанк сообщил о сбоях в работе уличных банкоматов из-за холода,2017-01-09 18:23:49,-99.73875880241394,-50,-20
В Москве 40 человек эвакуировали из-за задымления в здании Сбербанка,2017-01-10 18:56:07,-99.7778594493866,-50,-20
Сбербанк передаст работу 3 тыс. сотрудников роботам-юристам,2017-01-12 17:17:19,-99.7012734413147,-80,50
Сбербанк нарастил годовую прибыль более чем вдвое,2017-01-13 07:24:49,99.80658888816833,80,80
Сбербанк приостановил выдачу образовательных кредитов,2017-01-16 06:01:21,-99.7892439365387,-50,-20
СМИ узнали о планах создания Сбербанком и Alibaba совместного предприятия,2017-01-18 01:56:36,0,80,75
Банки займутся оформлением паспортов и миграционных документов,2017-01-18 09:41:31,0,25,50
Глава Alibaba выразил надежду на скорое начало работы СП со Сбербанком,2017-01-19 10:02:32,99.74143505096436,50,70
Греф выступил против преференций для одной из платежных систем на рынке,2017-01-19 10:09:29,-75.76355934143066,80,20
Греф допустил сокращение числа сотрудников Сбербанка вдвое к 2025 году,2017-01-19 12:05:48,-99.69209432601929,-75,-30
«Почта России» предложила работу уволенным работникам Сбербанка,2017-01-23 09:50:01,-99.70007538795471,25,5
Герману Грефу и Сбербанку предъявили многомиллионный иск в суде Нью-Йорка,2017-01-25 00:07:12,-83.84672999382019,Error_Evaluation_Gigachat,-40
Сбербанк увидел в иске к Грефу в США «попытку уйти от ответственности»,2017-01-25 07:03:39,-99.3518054485321,Error_Evaluation_Gigachat,-20
Греф назвал мошенничеством поданный против него в США иск,2017-01-25 10:14:22,-99.16746020317078,50,-20
«Сухой» оспорит потери по опционным сделкам со Сбербанком,2017-01-30 03:34:01,-55.738359689712524,-25,-30
В Киеве начались акции протеста у отделений российских банков,2017-01-30 12:10:00,-99.68323111534119,Error_Evaluation_Gigachat,-30
Судебные приставы продали все девелоперские проекты владельца «Яшмы»,2017-02-01 17:45:34,0,-80,-40
Сбербанк назвали самым дорогим российским брендом,2017-02-01 18:43:18,89.29071426391602,85,70
Сбербанк и компания Рашникова вложили в венчурный фонд 2 млрд руб.,2017-02-03 03:43:08,99.16600584983826,50,50
Прибыль Сбербанка в январе вдвое превысила показатель 2016 года,2017-02-07 07:51:23,98.98841381072998,80,80
Экс-руководитель «РИА Новости» Миронюк стала акционером Сбербанка,2017-02-07 17:29:54,0,25,5
«МегаФон» взял в Сбербанке кредит в 35 млрд руб. на покупку акций Mail.Ru,2017-02-08 08:20:11,-99.32490587234497,75,50
Сбербанк начал давать советы клиентам с помощью искусственного интеллекта,2017-02-08 10:44:55,98.09014201164246,35,70
СМИ узнали о потерпевшем сотруднике Сбербанка по делу «Шалтая-Болтая»,2017-02-11 14:25:27,-64.04863595962524,-25,-10
Путин распорядился провести серию семинаров по внутренней политике,2017-02-13 07:54:56,0,Error_Evaluation_Gigachat,5
Сбербанк покинула зампред правления Светлана Сагайдак,2017-02-14 13:27:25,0,-25,-20
Сбербанк снизил ставки по потребительским кредитам,2017-02-15 08:43:49,0,75,50
Сбербанк создал flash-игру для сотрудников после фишинговых «писем Грефа»,2017-02-15 11:33:17,0,35,5
Сбербанк снизил ставки по вкладам,2017-02-15 13:03:11,-93.23257207870483,-50,15
Сбербанк предложили лишить монополии на выплату пенсий военным,2017-02-21 01:12:57,0,Error_Evaluation_Gigachat,-30
«Дочка» ВТБ вдвое увеличит количество офисов в 2017 году,2017-02-22 11:48:29,99.58401918411255,30,50
Экс-глава «РИА Новости» покинула пост старшего вице-президента Сбербанка,2017-02-22 14:18:13,0,25,5
ВТБ объявил о снижении ставок по ипотеке с 1 марта,2017-02-27 09:39:28,-99.64015483856201,-50,50
Трутнев анонсировал назначение сына Сергея Иванова главой АЛРОСА,2017-02-27 10:11:30,0,50,30
"Сбербанк увеличил годовую прибыль почти в 2,5 раза",2017-03-02 07:06:42,99.72388744354248,80,75
Сбербанк назвал сумму иска «Транснефти» по сделке с деривативами,2017-03-02 08:21:31,96.46168351173401,30,-20
Управление питанием: как заработать на софте для ресторанного бизнеса,2017-03-07 06:00:33,72.98922538757324,25,50
Сбербанк в январе—феврале увеличил прибыль на 75%,2017-03-07 07:15:49,99.22573566436768,80,85
Сбербанк начал обслуживать клиентов по паспортам ДНР и ЛНР,2017-03-07 12:22:12,75.09359121322632,Error_Evaluation_Gigachat,20
Аваков призвал НБУ запретить Сбербанку работать на Украине,2017-03-07 15:24:19,-99.67989921569824,Error_Evaluation_Gigachat,-40
Нацбанк Украины пригрозил санкциями украинской «дочке» Сбербанка,2017-03-07 17:09:53,-99.82988238334656,Error_Evaluation_Gigachat,-40
Глава НПФ Сбербанка — РБК: «Через 15 лет останется несколько фондов»,2017-03-09 12:30:52,0,-20,0
«Дочка» Сбербанка на Украине отказалась принимать паспорта ДНР и ЛНР,2017-03-09 19:43:43,-99.69815611839294,Error_Evaluation_Gigachat,-30
Сбербанк подтвердил факт найма компании брата соратника Клинтон,2017-03-09 20:11:25,0,Error_Evaluation_Gigachat,-10
Штаб блокады Донбасса пригрозил закрыть отделения Сбербанка на Украине,2017-03-10 14:03:39,-99.77929592132568,Error_Evaluation_Gigachat,-30
Главный офис Сбербанка в Киеве приостановил работу из-за акции протеста,2017-03-13 13:48:57,-97.98714518547058,Error_Evaluation_Gigachat,-30
Сбербанк заявил о 26 фактах вандализма на Украине за неделю,2017-03-13 17:30:22,99.71678853034973,Error_Evaluation_Gigachat,-20
Порошенко рассмотрит возможность санкций против «дочки» Сбербанка,2017-03-13 20:15:08,0,Error_Evaluation_Gigachat,-40
В Киеве радикалы не пустили в замурованный офис сотрудников Сбербанка,2017-03-14 08:18:18,-76.50643587112427,Error_Evaluation_Gigachat,-30
Сотрудники Сбербанка в Киеве попросили Порошенко разблокировать отделение,2017-03-14 19:56:44,-91.04924201965332,Error_Evaluation_Gigachat,-30
Сбербанк в Киеве ограничил выдачу наличных,2017-03-14 22:15:52,0,Error_Evaluation_Gigachat,-40
Кремль прокомментировал блокировку бойцами «Азова» Сбербанка в Киеве,2017-03-15 10:34:20,0,Error_Evaluation_Gigachat,-30
«Дочка» Сбербанка приостановила работу одного из отделений в Днепре,2017-03-15 13:35:57,-99.7933030128479,-25,-20
Нацбанк Украины рассказал о санкциях против «дочек» российских банков,2017-03-15 15:41:11,-99.33547973632812,Error_Evaluation_Gigachat,-30
«Дочка» Сбербанка на Украине введет новые ограничения для физлиц,2017-03-15 20:03:57,98.12524914741516,Error_Evaluation_Gigachat,-30
СМИ сообщили о планах Сбербанка купить сервис онлайн-записи к врачу,2017-03-16 06:40:20,97.32017517089844,75,50
"Суд обязал Сбербанк отдать ЛУКОЙЛу 539,9 млн руб. за «Красные баррикады»",2017-03-16 08:12:13,-98.33473563194275,-70,-10
«Дочка» Сбербанка на Украине заблокировала операции по кредитным картам,2017-03-16 11:06:56,-99.29066896438599,-50,-30
Сбербанк назвал дискриминацией санкции Украины против его «дочки»,2017-03-16 14:41:40,-99.64827299118042,Error_Evaluation_Gigachat,-30
Греф предсказал сроки массового внедрения технологии блокчейн,2017-03-16 15:00:09,0,50,75
Греф объявил о планах Сбербанка идентифицировать клиентов по движению губ,2017-03-16 16:04:56,99.21405911445618,Error_Evaluation_Gigachat,5
В Тернополе вход в отделение «дочки» Сбербанка заложили бетонными блоками,2017-03-18 14:20:02,92.04685091972351,-50,-20
Греф сообщил о поиске быстрых вариантов ухода с украинского рынка,2017-03-21 12:04:18,0,Error_Evaluation_Gigachat,-40
В Запорожье активисты заблокировали главный офис «дочки» Сбербанка,2017-03-21 17:52:48,-99.79093670845032,Error_Evaluation_Gigachat,-30
СМИ узнали о задержании двух менеджеров Сбербанка при покупке Ferrari,2017-03-23 06:17:09,-99.09249544143677,-50,-30
«Яндекс» назвал риском для себя сотрудничество Сбербанка и AliExpress,2017-03-23 08:59:56,-97.66525030136108,-30,-30
Кому «дочки» российских госбанков смогут продать бизнес на Украине,2017-03-23 18:54:05,93.63398551940918,Error_Evaluation_Gigachat,-20
СМИ узнали о неудачной попытке Сбербанка продать свою «дочку» на Украине,2017-03-24 03:16:33,-98.9402174949646,Error_Evaluation_Gigachat,-20
Хорватия решила спасти свою экономику от краха должника Сбербанка,2017-03-24 17:59:47,-82.27673768997192,-50,-30
Сбербанк опроверг неудачную попытку продажи своей «дочки» на Украине,2017-03-24 21:02:58,-43.657419085502625,Error_Evaluation_Gigachat,30
Костин допустил рейдерский захват украинской «дочки» ВТБ,2017-03-28 10:49:46,-99.28396940231323,Error_Evaluation_Gigachat,-40
Украинская «дочка» Сбербанка сообщила о разблокировании своих отделений,2017-03-28 15:01:31,65.56475162506104,Error_Evaluation_Gigachat,30
Для продажи украинской «дочки» Сбербанка потребуется одобрение двух стран,2017-03-28 20:12:40,98.30869436264038,Error_Evaluation_Gigachat,5
«Коммерсантъ» узнал о роли радикалов в удешевлении Сбербанка на Украине,2017-03-29 03:18:44,0,Error_Evaluation_Gigachat,-30
Сбербанк рассчитывает завершить продажу украинской «дочки» до конца мая,2017-03-29 09:54:05,0,-80,50
СМИ сообщили о переходе Марианны Максимовской в Сбербанк,2017-03-29 09:57:50,-95.2233612537384,50,20
Регулятор Латвии взял на контроль продажу украинской «дочки» Сбербанка,2017-03-29 20:07:41,-98.54862689971924,35,-20
Сбербанк урегулирует долги по кредитам пострадавших при взрыве в метро,2017-04-04 00:07:04,-94.70192790031433,80,50
Игорь Коломейский назначен главой международного бизнеса Сбербанка,2017-04-04 08:06:36,0,35,50
«Дочка» Сбербанка начала страховать от кибератак,2017-04-04 09:29:19,-99.81650710105896,35,50
Сбербанк снизил ставки по рублевым вкладам,2017-04-04 20:10:51,-94.27322745323181,-75,15
Греф призвал не заливать деньгами «пылающий костер» кризиса,2017-04-05 08:24:05,-98.77709150314331,80,-30
Половина россиян поддержали ответ на санкции Киева против банков,2017-04-05 08:37:19,0,Error_Evaluation_Gigachat,5
Греф объяснил выбор покупателя «дочки» Сбербанка на Украине,2017-04-05 09:34:11,0,Error_Evaluation_Gigachat,5
Греф назвал «колючую проволоку» условием роста интеллектуальной экономики,2017-04-05 10:03:05,0,Error_Evaluation_Gigachat,5
Сбербанк отказался назначить Максимовскую вице-президентом,2017-04-05 11:52:08,-93.1436538696289,-50,5
Греф заявил о продаже «дочки» Сбербанка на Украине по цене ниже капитала,2017-04-05 15:05:49,-97.79353141784668,-80,-30
СМИ узнали об отказе международного блокчейн-консорциума принять Сбербанк,2017-04-06 09:02:37,-97.08832502365112,-80,-40
«Новая газета» узнала о безденежной продаже «дочки» Сбербанка на Украине,2017-04-06 21:37:58,0,-75,-20
Прибыль Сбербанка в первом квартале 2017 года выросла в полтора раза,2017-04-07 07:42:15,99.70239996910095,80,75
Сбербанк опроверг безденежную продажу своей «дочки» на Украине,2017-04-07 10:23:19,-59.69566106796265,Error_Evaluation_Gigachat,50
«Дочка» Сбербанка объяснила уход с Украины «негативными тенденциями»,2017-04-07 15:43:32,-97.18819856643677,Error_Evaluation_Gigachat,-20
Сбербанк продал свою лизинговую компанию на Украине,2017-04-07 19:25:56,0,Error_Evaluation_Gigachat,10
«Коммерсантъ» сообщил о задержании владельца производителя «Архыза»,2017-04-08 03:26:36,-99.78117346763611,-50,-30
В Харькове активисты заблокировали отделение «дочки» Сбербанка,2017-04-10 08:14:01,-99.77130889892578,Error_Evaluation_Gigachat,-20
СМИ сообщили об уходе сына Грефа с поста вице-президента «НЭО Центра»,2017-04-10 12:20:26,0,-45,5
Полиция разблокировала отделение Сбербанка в Харькове,2017-04-10 14:50:18,0,Error_Evaluation_Gigachat,30
Глава ассоциации телевещателей ответил на иск Сбербанка о банкротстве,2017-04-10 15:43:42,0,25,-20
Гуцериев прислал в Нацбанк Украины документы на покупку «дочки» Сбербанка,2017-04-12 16:30:44,0,Error_Evaluation_Gigachat,50
В Одессе активисты заблокировали одно из отделений Сбербанка,2017-04-12 17:20:29,-99.75087642669678,Error_Evaluation_Gigachat,-20
Украинская «дочка» Сбербанка отменила ограничения по счетам для физлиц,2017-04-14 16:35:41,-99.00762438774109,Error_Evaluation_Gigachat,5
Бизнес по Грефу: как российские компании становятся гибкими,2017-04-14 18:09:04,97.6382315158844,25,30
Нейронная сеть Сбербанка написала стихотворение «Ода Сберу»,2017-04-18 11:35:26,0,25,5
Сбербанк вновь признан самым дорогим брендом России,2017-04-18 11:51:24,97.64155745506287,85,70
Греф заявил о «неудобстве» трудовых книжек для работодателей,2017-04-18 12:28:24,-99.69409108161926,-30,5
Суд запретил Сбербанку использовать свой бренд на Украине,2017-04-18 16:00:31,0,Error_Evaluation_Gigachat,-30
В Минтруде допустили переход на электронные трудовые книжки,2017-04-18 16:25:41,0,25,30
Сбербанк ответил на сообщения о сбое в обслуживании карт Visa,2017-04-24 04:59:38,0,25,5
Сбербанк подключил системы Apple Pay и Samsung Pay к своим картам Visa,2017-04-25 09:04:37,0,75,75
Сбербанк сообщил о первых задержанных за разбитый банкомат в Киеве,2017-04-25 12:16:11,-60.51098108291626,Error_Evaluation_Gigachat,-10
Сбербанк и ВТБ24 ограничили число отделений с «народными» облигациями,2017-04-26 14:53:49,-99.7276246547699,-30,-20
Греф приобрел «народные» облигации,2017-04-26 19:21:20,99.22726154327393,25,50
"За день на покупку «народных» облигаций подали заявки на 1,6 млрд руб.",2017-04-26 23:33:26,0,30,50
Сбербанк снизит ставки по потребкредитам на докризисный уровень,2017-04-28 08:15:04,-58.538657426834106,80,50
Директором по коммуникациям в Сбербанке назначена бывший советник Шойгу,2017-04-28 17:26:15,0,Error_Evaluation_Gigachat,5
Приехали: Gett и Сбербанк раскрыли условия сотрудничества,2017-05-03 09:53:06,0,50,50
Сбербанк сообщил о проблемах с проведением расчетов по картам,2017-05-05 09:39:24,-99.82436895370483,-80,-60
"Снижение ставок по вкладам помогло Сбербанку увеличить прибыль на 45,5%",2017-05-10 08:59:13,-72.94047474861145,75,75
Сбербанк разрешил получать перевыпущенные карты в любых отделениях,2017-05-12 11:06:23,0,50,15
Экс-зампред Сбербанка Вадим Кулик перешел в «Открытие Холдинг»,2017-05-15 09:10:55,0,25,5
Visa назвала работающие с Android Pay российские банки,2017-05-16 07:12:45,0,25,50
Минтруд и Сбербанк запустят проект с электронными кадровыми документами,2017-05-19 12:59:16,0,50,50
Сбербанк дал кредит «дочке» VEON на сумму 110 млрд руб. на 5 лет,2017-05-22 08:59:51,0,75,50
Пытавшийся отсудить у Грефа $750 млн бизнесмен арестован,2017-05-24 05:06:56,-99.8254120349884,Error_Evaluation_Gigachat,0
"Прибыль Сбербанка за первый квартал 2017 года выросла на 41,5%",2017-05-24 07:32:17,99.70484375953674,80,85
В топ-2000 публичных компаний Forbes вошли 27 российских фирм,2017-05-24 13:45:11,98.00605773925781,35,30
Сбербанк сократил почти 5 тыс. человек в первом квартале 2017 года,2017-05-24 19:05:48,-99.8036801815033,-30,-30
Сбербанк проинвестировал в «Uber для врачей»,2017-05-25 16:01:08,-99.7282862663269,75,50
Сбербанк выпустит новый вид облигаций для населения,2017-05-25 20:46:46,91.57360196113586,50,50
Сбербанк внедрил роботов для пересчета денег,2017-05-26 07:21:06,91.97812080383301,80,50
