title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
ВТБ не планирует отзывать иск о банкротстве «Мечела»,2015-03-30 06:24:44,-52.161020040512085,50,5
ВТБ получил 26 млрд руб. из ФНБ на финансирование строительства ЦКАД,2015-04-02 11:32:24,96.73192501068115,50,70
Сбербанк и ВТБ согласились заморозить ставки по кредитам для регионов,2015-04-03 17:56:51,-99.54376816749573,Error_Evaluation_Gigachat,50
Доходы топ-менеджеров ВТБ в 2014 году выросли на 19%,2015-04-03 20:56:36,99.82543587684631,50,5
Костин назвал позитивной готовность «Мечела» погасить долг,2015-04-06 04:17:35,99.8045802116394,75,50
Глава ВТБ не заметил глубокого кризиса в России,2015-04-07 08:34:59,0,Error_Evaluation_Gigachat,50
Хакеры выложили переговоры крупнейшего банка Крыма и Банка Москвы,2015-04-07 15:10:45,0,Error_Evaluation_Gigachat,-30
«Мечел» перевел первый транш в счет погашения долга перед ВТБ,2015-04-07 23:19:04,0,50,50
Главный экономист ВТБ решил перейти в Минфин,2015-04-09 16:26:03,0,-50,5
Moody's назвало недостаточной помощь банкам в 1 трлн руб. ,2015-04-09 17:08:19,-99.68197345733643,-50,-40
ВТБ возвращается в розничный бизнес,2015-04-10 02:46:57,66.35395288467407,75,50
S&P оценило затраты крупнейших российских банков на Украине за 2014 год,2015-04-13 15:13:19,-78.29337120056152,Error_Evaluation_Gigachat,-30
ВТБ получил убыток по итогам квартала в 5 млрд руб.,2015-04-14 12:01:31,-99.82580542564392,-80,-60
ВТБ не получал от «Мечела» предложения конвертировать долг в акции,2015-04-15 17:58:19,0,50,0
ВТБ отсудил у Rusenergo Fund 60 млрд руб.,2015-04-17 10:14:25,-99.82514977455139,50,40
ВТБ может сохранить бренд Банка Москвы,2015-04-20 05:31:42,97.2987413406372,50,50
Глава ВТБ допустил возможность сохранить дивиденды на прошлогоднем уровне,2015-04-21 22:32:46,99.12533164024353,50,50
"Банк ВТБ подал новый иск о взыскании с «Мечела» 2,66 млрд руб.",2015-04-28 09:46:14,-95.97431421279907,-50,-30
«Мечел» согласовал с Газпромбанком общие условия реструктуризации долга,2015-04-28 17:06:21,99.56045150756836,50,50
"Московский арбитраж зарегистрировал иск ВТБ к «Мечелу» на 2,7 млрд руб.",2015-04-29 04:25:34,-97.52542972564697,50,-30
«Мечел» потерял на сделках с ВТБ и Сбербанком $300 млн,2015-04-29 15:25:33,-99.84122514724731,-50,-40
ВТБ понизил ставку по корпоративным кредитам после решения ЦБ,2015-04-30 16:58:02,-99.5876133441925,-50,50
Сечин заработает в «Роснефти» до 610 млн руб. по итогам 2015 года,2015-05-05 13:52:06,99.64820146560669,-30,5
Основатель «Магнита» выдвинут в состав наблюдательного совета ВТБ,2015-05-15 15:20:29,96.12306356430054,50,30
Кандидатуру основателя «Магнита» в набсовет ВТБ предложило правительство,2015-05-15 19:25:39,0,35,30
ВТБ предоставит «Норникелю» $1 млрд на развитие Быстринского ГОК,2015-05-18 04:40:05,91.83076620101929,75,70
«Норильский никель» заключил сделку с ВТБ на $1 млрд,2015-05-18 08:37:25,94.32119131088257,50,50
"«Мечел» обжаловал взыскание 50,2 млрд руб. в пользу ВТБ",2015-05-18 08:45:21,99.36591982841492,-30,-20
"ВТБ и Сбербанк подали к «Мечелу» иски на общую сумму 5,7 млрд руб.",2015-05-19 04:53:04,-99.75168704986572,-40,-30
"Убыток ВТБ в 1-м квартале составил 18,3 млрд руб.",2015-05-19 07:56:56,-99.77276921272278,-75,-40
Акции «Мечела» снизились на новостях о новых исках банков,2015-05-19 10:19:47,-99.74520802497864,-50,-40
Зампред ВТБ объяснил аномальный рост акций банка,2015-05-19 10:36:29,-98.76083731651306,75,50
Источник дохода ВТБ разочаровал рынок,2015-05-19 12:58:16,-99.85828399658203,-50,-40
СМИ сообщили о возможном выкупе ВТБ части акций «РусГидро»,2015-05-20 03:29:37,-92.7458107471466,50,50
«Мечел» пообещал договориться с кредиторами до 16 июня,2015-05-22 05:10:08,98.66900444030762,50,50
Сделка по присоединению Банка Москвы к ВТБ откладывается,2015-05-26 02:08:19,0,-50,-30
"ЦБ не увидел признаков манипулирования в аномальном росте акций ВТБ 
",2015-06-04 11:25:17,-98.08088541030884,50,50
Сбербанк и ВТБ нашли способ привлечь валюту на Западе,2015-06-04 21:04:31,99.31908249855042,Error_Evaluation_Gigachat,50
"ВТБ и «Мечел» договорились о реструктуризации долга
",2015-06-05 08:23:51,0,50,50
ВТБ докапитализирует украинскую «дочку» на $800 млн до конца года,2015-06-05 12:13:33,97.54337072372437,Error_Evaluation_Gigachat,50
Глава ВТБ предсказал колебания курса рубля около достигнутых уровней,2015-06-06 11:00:59,0,50,5
Новгородская область первой из российских регионов допустила дефолт,2015-06-09 20:49:10,0,-80,-70
Сулейман Керимов «выгодно для себя» избавился от акций ВТБ,2015-06-10 02:12:49,-94.22075748443604,-80,-30
Глава ВТБ сообщил об аресте российских счетов во Франции,2015-06-18 08:34:05,-97.69040942192078,Error_Evaluation_Gigachat,-40
Костин заявил о заморозке российских счетов в разных банках Франции,2015-06-19 15:10:50,-99.83198046684265,-50,-40
Костин предсказал выход ВТБ «в ноль» по итогам года,2015-06-20 09:15:30,98.37687611579895,-50,10
ВТБ изъявил желание участвовать в приватизации активов Греции,2015-06-20 09:56:50,0,50,50
ВТБ стал владельцем 20% группы ПИК,2015-06-23 20:47:55,95.29632925987244,50,50
ВТБ направит на дивиденды 2250% от прибыли,2015-06-25 17:30:19,99.76438879966736,80,50
Председателем наблюдательного совета ВТБ избран Алексей Улюкаев,2015-06-25 18:27:43,0,25,5
Сбербанк объявил о намерении обанкротить активы «Мечела»,2015-07-01 10:10:59,-95.57664394378662,-50,-40
«Мечел» погасил просроченные проценты по долгу перед ВТБ,2015-07-01 16:51:37,-99.04810786247253,50,50
СМИ связали сокращения в российских банках за рубежом с санкциями,2015-07-04 03:41:35,-99.54883456230164,-50,-40
Глава ВТБ предрек закрытие 500 российских банков через пять лет,2015-07-07 10:42:53,-98.045414686203,-75,-40
Глава ВТБ24 рассказал о разморозке счетов во Франции,2015-07-09 16:23:43,0,50,30
ЦБ впервые назвал десятку системно значимых банков,2015-07-15 17:15:50,98.01375269889832,25,50
Первый зампред ВТБ — РБК: «Период заморозки рынка уже прошел»,2015-07-21 13:13:04,0,50,50
Лето-банк может потеснить Сбербанк по числу отделений,2015-07-22 04:12:51,0,25,5
Никифоров прокомментировал идею превращения «дочки» ВТБ в Почтовый банк,2015-07-26 16:01:07,96.40660881996155,35,5
В Москве перекроют несколько улиц для празднования юбилея ВТБ24,2015-07-30 11:21:30,0,50,5
ВТБ нанял православных лоббистов в США,2015-08-05 13:01:16,0,Error_Evaluation_Gigachat,5
«Союзмультфильм» попросил у госбанков 700 млн руб. на музей студии,2015-08-14 00:46:06,-99.65739250183105,0,5
"ВТБ получил за полгода убыток в 17,1 млрд руб.",2015-08-18 07:24:23,-99.75578784942627,-85,-40
Зампред ВТБ предсказал рост кредитования на 10% до конца года,2015-08-18 11:02:08,91.86460375785828,50,50
Рост кредитования в разгар рецессии: как это возможно,2015-08-18 17:12:41,96.63763642311096,50,50
ВТБ продал часть банановых плантаций Владимира Кехмана,2015-08-18 19:22:12,0,Error_Evaluation_Gigachat,5
Россия потратит на спасение проблемных банков 1 трлн руб.,2015-08-25 14:34:05,98.84495735168457,-50,-30
Сбербанк и ВТБ ограничили Олега Дерипаску в дивидендах от ГАЗа,2015-09-01 19:06:55,0,Error_Evaluation_Gigachat,-20
СМИ узнали о согласии ВТБ выдать кредит на покупку Русской медиагруппы,2015-09-02 06:04:50,-93.26046109199524,35,50
ВТБ допустил возможность заключения соглашения кредиторов с «Трансаэро»,2015-09-03 09:39:08,98.51102828979492,-50,50
ВТБ подпишет договор о реструктуризации долга «Мечела» 4 сентября,2015-09-04 05:05:53,96.00051045417786,50,50
Глава ВТБ не заметил кризиса в российской экономике,2015-09-04 15:49:19,0,Error_Evaluation_Gigachat,50
ВТБ рассказал о планах продать долю в «РусГидро» иностранным инвесторам,2015-09-05 12:23:26,84.87114310264587,75,50
"Долги, суды и демпинг: какие проблемы «Аэрофлот» получил с «Трансаэро»",2015-09-07 13:27:20,-78.34199666976929,-50,-40
«Мечел» получил отсрочку в два года по долгу ВТБ,2015-09-09 14:53:01,-99.80145692825317,50,50
Четвертый сотовый оператор заработает в Москве 22 октября,2015-09-10 21:00:35,0,50,50
Госбанки предложили свое решение проблемы обманутых дольщиков,2015-09-28 06:40:15,0,75,40
"Совладельцем телеканалов СТС, «Домашний» и «Перец» стал госбанк ВТБ",2015-09-28 17:23:56,96.60646319389343,50,30
ВТБ опроверг покупку доли в Русской медиагруппе,2015-09-30 14:46:17,-90.93087911605835,30,0
Сбербанк и ВТБ назвали условия для банкротства «Трансаэро»,2015-10-02 10:23:26,-95.97017168998718,-30,-30
Глава ВЭБ допустил создание новой компании на базе авиапарка «Трансаэро»,2015-10-02 14:00:54,84.36520099639893,25,50
Санкции Киева помешали продаже украинской «дочки» Банка Москвы,2015-10-05 10:03:54,-93.93147826194763,Error_Evaluation_Gigachat,-30
ЦБ предложит льготы пострадавшим от краха «Трансаэро» банкам ,2015-10-06 18:29:43,99.71106052398682,75,50
Банкротство «Трансаэро» ударит по подконтрольному «Ростеху» банку,2015-10-07 20:44:18,-58.21130871772766,-80,-50
ВТБ подаст иск о банкротстве «Трансаэро»,2015-10-13 07:36:01,-99.39813017845154,-80,-40
ВТБ подал в суд на «Трансаэро» из-за просроченной задолженности,2015-10-19 16:49:42,-99.738210439682,-50,-30
"Ирландские структуры ВТБ подали иски к «Трансаэро» на 3,6 млрд руб.",2015-10-20 08:02:29,-99.81474876403809,-75,-30
ВТБ решил избавиться от избытка валюты,2015-10-20 16:59:21,-99.69801306724548,-30,20
Вино для президента: кому принадлежит лучшая винодельня Крыма,2015-10-20 18:10:37,99.20095205307007,Error_Evaluation_Gigachat,5
ЕС запретил своим банкам писать аналитику по бумагам ВТБ и Сбербанка,2015-10-22 03:04:32,0,-75,-40
ВТБ начал изымать у «Трансаэро» переданные в лизинг самолеты,2015-10-22 09:20:36,-99.79910850524902,-80,-30
ВТБ сравнил действия ЕС с логикой «назло маме отморожу уши»,2015-10-22 12:33:27,96.44845128059387,Error_Evaluation_Gigachat,-20
Сбербанк пообещал забрать первые самолеты у «Трансаэро» до понедельника,2015-10-22 13:48:09,0,-50,30
Греф предупредил правительство о риске «угробить» малый бизнес налогами,2015-10-22 14:09:49,-99.81566071510315,Error_Evaluation_Gigachat,-40
Основной приток валюты в Россию обеспечили клиенты Сбербанка и ВТБ,2015-10-23 12:41:23,0,75,50
ВТБ досрочно выкупил свои долги на $700 млн,2015-10-28 13:11:14,-99.58224296569824,50,50
ВТБ вступил в дело о банкротстве «Трансаэро»,2015-11-06 16:51:51,0,-80,-30
"ВТБ сократил убыток за третий квартал на 6,2 млрд руб.",2015-11-17 07:26:23,0,50,50
Костин поспорил с Грефом по поводу глобального банковского кризиса,2015-11-18 05:14:55,50.213974714279175,50,5
Глава ВТБ посоветовал отдыхать в Крыму вместо Турции,2015-11-25 12:51:23,0,Error_Evaluation_Gigachat,30
Чистая прибыль ВТБ за октябрь составила 3 млрд руб.,2015-11-27 06:58:13,99.44832921028137,50,50
Котировки Тинькофф Банка обрушила заявка на сумму $215,2015-11-27 12:47:36,-99.83636736869812,-75,-70
Аналитики Barclays предпочли акции Сбербанка бумагам ВТБ,2015-12-09 16:10:26,87.84220218658447,-50,50
Forbes узнал о продаже группой ВТБ ресторана «Прага» Тельмана Исмаилова,2015-12-10 05:06:27,0,-50,5
"Evraz привлек $750 млн под 8,25%",2015-12-10 17:04:38,99.81597065925598,30,50
ВТБ получит за Лето Банк около 5 млрд руб.,2015-12-11 14:58:07,95.45490145683289,20,50
ВТБ в ноябре нарастил прибыль,2015-12-25 07:28:21,99.21859502792358,80,70
ВТБ признал необходимость создания банка-однодневки,2015-12-29 09:22:02,0,-80,-40
ТМК продала ВТБ свои акции на 10 млрд руб.​,2015-12-30 12:54:45,-99.65097308158875,-50,20
Улюкаев предложил приватизировать Сбербанк и ВТБ,2016-01-13 07:47:38,0,Error_Evaluation_Gigachat,50
В Минфине сочли проблематичной приватизацию Сбербанка и ВТБ из-за санкций,2016-01-13 10:02:56,-99.77267384529114,-50,-30
Минэкономразвития подготовит предложения по приватизации Сбербанка и ВТБ,2016-01-17 08:07:12,0,-75,50
Владимир Евтушенков займется выращиванием огурцов и помидоров,2016-01-17 20:23:49,94.8915958404541,25,5
Глава ВТБ посоветовал покупать нефть по нынешней цене,2016-01-20 11:14:52,87.38067746162415,50,50
"ВТБ отказался от иска к «Мечелу» на 50,2 млрд руб.",2016-01-21 08:16:42,0,80,50
Глава ВТБ пообещал заставить нервничать антидопинговых чиновников,2016-01-22 13:21:16,-99.21585321426392,Error_Evaluation_Gigachat,5
Замену главе Росимущества нашли в «Норникеле»,2016-01-24 18:07:26,0,35,5
"Создание «Почтового банка» обойдется «Почте России» в 5,5 млрд руб.",2016-01-28 08:06:14,-96.2047278881073,30,30
Мамут получил в управление Детский магазин на Лубянке,2016-01-28 09:53:09,0,50,5
Банк Москвы утвердил создание банка-однодневки для присоединения к ВТБ,2016-02-01 11:00:50,0,-50,20
«Роснефть» привлекла у ВТБ кредитов на 85 млрд руб.,2016-02-01 12:12:29,-97.07010388374329,20,50
Где взять триллион: что государство может продать в 2016 году,2016-02-01 22:53:57,0,-50,5
Член набсовета ВТБ назвал «больной» российскую банковскую систему,2016-02-04 14:06:00,0,Error_Evaluation_Gigachat,-30
Костин предсказал подорожание компаний на 50% при снятии с них санкций,2016-02-13 11:12:54,0,Error_Evaluation_Gigachat,50
ВТБ дал WADA 21 день на опровержение сведений из доклада о допинге,2016-02-17 12:17:48,0,-50,5
Исследование РБК: сколько заработали сотрудники госкомпаний в 2015 году,2016-02-17 16:50:02,95.37345767021179,30,5
Группа ВТБ приготовилась к новым покупкам,2016-02-24 02:01:23,95.11253833770752,50,70
Forbes назвал источник финансирования Хотиных при покупке отеля «Москва»,2016-03-09 08:59:35,0,50,5
Прибыль ВТБ удивила ожидавший убытков рынок,2016-03-17 07:55:29,97.9780912399292,85,80
Банк ВТБ стал совладельцем компании-подрядчика метро,2016-03-22 03:45:16,96.72154188156128,50,50
Большинство американских банков откажутся помогать России в приватизации,2016-03-22 19:01:26,-99.8125970363617,Error_Evaluation_Gigachat,-30
ВТБ отсудил у оператора duty free в Шереметьево более 1 млрд руб.,2016-03-28 10:21:01,-99.80027079582214,50,5
Газпромбанк при росте убытков увеличил выплаты топ-менеджерам почти вдвое,2016-03-31 20:48:31,0,-50,-40
Костин предсказал рост акций ВТБ на 25% после отмены санкций,2016-04-04 08:28:46,98.09064269065857,Error_Evaluation_Gigachat,75
«Мечел» расстался с угольными активами для выплаты долга Сбербанку,2016-04-04 16:25:02,-93.2786226272583,-50,-30
Европейские регуляторы допустили проверки в банках из «панамского списка»,2016-04-04 16:46:25,0,-80,-30
ВТБ стал акционером «Росгосстраха»,2016-04-04 18:50:43,67.69152283668518,75,50
«Панамское» расследование связало зампреда ВТБ с главой Нацбанка Украины,2016-04-05 18:28:04,-99.83250498771667,Error_Evaluation_Gigachat,-20
Глава ВТБ заявил об участии иностранных спецслужб в офшорном скандале,2016-04-07 09:27:59,0,Error_Evaluation_Gigachat,-40
ВТБ предсказал 71 рубль за доллар к концу года,2016-04-07 10:43:32,94.76000666618347,-50,50
Россельхозбанк удвоил убыток в прошлом году,2016-04-08 09:49:52,80.56710362434387,-50,-50
"«Открытие Холдинг» стал владельцем 1,7% акций ВТБ",2016-04-08 17:07:20,97.49810099601746,50,5
СМИ сообщили о решении Deutsche Bank ускорить разрыв с кипрским RCB Bank,2016-04-08 20:55:14,0,-25,-20
Генпрокуратура Украины объяснила возбуждение дела о взятке Яценюку,2016-04-13 14:48:22,0,Error_Evaluation_Gigachat,-30
Министр связи заявил об отсутствии преград для выхода Почта Банка в Крым,2016-04-15 16:25:17,0,Error_Evaluation_Gigachat,50
Улюкаев назвал плюсы российских банков перед зарубежными при приватизации,2016-04-15 19:58:40,99.3055522441864,50,50
«Газпром нефть» возьмет в кредит у ВТБ 100 млрд руб.,2016-04-27 17:32:30,94.53020095825195,50,50
Снижение прибыли банков не помешало их руководителям увеличить доходы,2016-05-10 20:28:30,-98.63763451576233,-50,-30
"Путин разрешил снизить долю государства в капитале ВТБ до 42,83%",2016-05-12 13:06:39,-99.15153980255127,Error_Evaluation_Gigachat,50
ВТБ назвал свою квартальную прибыль признаком стабилизации в экономике,2016-05-16 07:51:03,97.78459668159485,80,60
Глава ВТБ заявил о готовности продать бизнес на Украине,2016-05-17 12:58:41,0,Error_Evaluation_Gigachat,-30
Российские госбанки собрались покинуть Украину,2016-05-17 23:23:38,-99.62806105613708,Error_Evaluation_Gigachat,-40
СМИ узнали о возможной передаче «Афимолл Сити» ВТБ за долги,2016-05-19 06:09:41,-97.61105179786682,-50,-30
Костин сообщил о возвращении экс-главы Росимущества в правление ВТБ,2016-05-20 08:48:52,93.66666078567505,50,5
Кризисная щедрость: как растут доходы руководителей российских компаний,2016-05-22 21:30:51,95.58324217796326,-50,-30
ВТБ снизил ставки по кредитам для малого бизнеса,2016-05-24 14:53:20,0,50,50
Глава ВТБ ответил на сообщения о «дутом» спросе на российские евробонды,2016-05-25 12:32:50,0,35,30
ВТБ получил более 7% «Энел Россия» за долги,2016-05-27 15:45:32,67.78361797332764,50,50
«На пороге новой реальности»: во сколько обойдется Петербургский форум,2016-05-30 21:53:00,0,25,5
Апрельская прибыль ВТБ оказалась больше квартальной,2016-05-31 08:40:01,0,75,70
ВТБ рассказал о самой масштабной за всю историю DDoS-атаке,2016-06-01 13:44:27,99.67432618141174,Error_Evaluation_Gigachat,-30
Глава ВТБ назвал сумму похищенных хакерами у банка денег,2016-06-03 15:51:40,-91.38036370277405,-50,-30
Британский регулятор начал проверку в отношении ВТБ и Credit Suisse,2016-06-04 11:50:06,0,-50,-40
ВТБ исключил возможные потери из-за сделки с Мозамбиком,2016-06-05 14:11:47,0,85,50
ВТБ потребовал признать банкротом сына Черномырдина,2016-06-07 17:06:31,-87.27453947067261,-50,-20
Мозамбик впервые подтвердил дефолт по долгу перед ВТБ,2016-06-08 11:19:30,0,-75,-40
Владелец «Русского радио» решил занять до 9 млрд руб.,2016-06-09 16:56:57,87.62602210044861,35,20
Министра финансов Мозамбика уволили после невыплаты процентов ВТБ,2016-06-09 18:29:10,-99.84136819839478,-80,-30
ВТБ отозвал иск о банкротстве сына Черномырдина,2016-06-10 09:53:41,0,80,5
СМИ сообщили о «многократно завышенной» плате Мозамбика за кредит ВТБ,2016-06-11 17:26:06,-99.5083749294281,-80,-40
ВТБ не спешит продавать активы на Украине,2016-06-16 08:13:34,0,Error_Evaluation_Gigachat,5
Костин обвинил США в развязывании «экономической войны» против России,2016-06-16 08:33:36,-99.8239278793335,Error_Evaluation_Gigachat,-40
ВТБ приостановил подачу иска к WADA по просьбе Мутко,2016-06-16 11:41:00,-99.56212639808655,Error_Evaluation_Gigachat,5
Глава ВТБ рассказал о попытках нанести ущерб российским банкам за рубежом,2016-06-20 09:23:03,0,Error_Evaluation_Gigachat,-30
Андрей Костин — РБК: «Нам нужна широкая приватизация»,2016-06-20 12:14:05,0,Error_Evaluation_Gigachat,50
Глава ВТБ предрек гибель банка в случае его выхода в Крым,2016-06-24 15:36:34,0,Error_Evaluation_Gigachat,-40
Костин поблагодарил Грефа за данный акционерам совет вложиться в ВТБ,2016-06-24 17:04:40,98.97583723068237,50,30
"Чистая прибыль ВТБ с начала 2016 года составила 1,8 млрд руб.",2016-06-28 08:38:55,98.60250353813171,50,50
Глава ВТБ встретился в Вашингтоне с координатором санкционной политики,2016-06-30 11:31:30,0,Error_Evaluation_Gigachat,-30
